hand	heroPosition	heroHole	board	winningsChips	winningsBb	decisions	villainObservations	action
2568	Button	6h9h		100	1.000	1	1	b250f
2569	BigBlind	6d4s	7s6s3h	1200	12.000	3	4	b200b300c/b450b900b2350f
2570	Button	JsKs		900	9.000	2	2	b300b900b1800f
2571	BigBlind	8c9d	As8d3hKdAc	8100	81.000	5	6	b200b300c/b450b1700b3750c/b4050c/b8100f
2572	Button	5c6c		100	1.000	1	1	b250f
2573	BigBlind	Jc6h	Ah9d6d4d	600	6.000	3	4	b200b300c/b300c/b600f
2574	Button	4h6s	AcKdJd	250	2.500	2	3	b250c/kb250f
2575	BigBlind	5c4s	AdKh8c2s	600	6.000	3	4	b200b300c/b300c/b600f
2576	Button	4h9h	Td5c3c7dJd	1000	10.000	4	7	b250c/kb250c/kb500c/kb1000f
2577	BigBlind	2c2h	AhQd6s	3300	33.000	3	4	b200b300b1800b3300c/b3300f
2578	Button	6d2s		100	1.000	1	1	b250f
2579	BigBlind	5hQs	Js3d2s	300	3.000	2	3	b200b300c/b300f
2580	Button	9d4h		100	1.000	1	1	b250f
2581	BigBlind	TdQs		50	0.500	0	1	f
2582	Button	2dAs		100	1.000	1	1	b300f
2583	BigBlind	JcTd	QsQc9d	300	3.000	2	3	b200b300c/b300f
2584	Button	8d5s	Jh4c2cKc5c	-20000	-200.000	5	6	b250c/kb250b750b1250b8750b16250c/b3500c/
2585	BigBlind	8c2s	7h6s5c9s3h	0	0.000	4	5	b200b300c/b300c/b900c/b2250c
2586	Button	9d2h	Js7s6d2d9h	20000	200.000	4	3	b250b750b1250b6750b12250b20000c///
2587	BigBlind	Kc9h		50	0.500	0	1	f
2588	Button	KsAs	Ah7h2s2h	750	7.500	3	5	b300c/kb450c/kb1150f
2589	BigBlind	3cJd		200	2.000	1	2	b200b300f
2590	Button	7h4s	Js6s2d	250	2.500	2	3	b250c/kb250f
2591	BigBlind	Jh9s	7d4s2c5h	600	6.000	3	4	b200b300c/b300c/b600f
2592	Button	KcTs		100	1.000	1	1	b300f
2593	BigBlind	2dQh	Jd9c4hJs7d	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
2594	Button	6c6h		100	1.000	1	1	b300f
2595	BigBlind	9h4s	7c3h3c	300	3.000	2	3	b200b300c/b300f
2596	Button	4c2h		100	1.000	1	1	b250f
2597	BigBlind	6s9s	Kh7d2h	300	3.000	2	3	b200b300c/b300f
2598	Button	6c2d		100	1.000	1	1	b250f
2599	BigBlind	4d7d	KcTs2h	300	3.000	2	3	b200b300c/b300f
2600	Button	AdKs		100	1.000	1	1	b300f
2601	BigBlind	6cQc	Kd6s4c8c	750	7.500	3	4	b200b300c/b450c/b1150f
2602	Button	8d2h	Ks5c4h3s4s	1000	10.000	4	7	b250c/kb250c/kb500c/kb1000f
2603	BigBlind	6d4h		50	0.500	0	1	f
2604	Button	5hAs	Kc7d2c2sQs	1500	15.000	4	7	b300c/kb300c/kb900c/kb1500f
2605	BigBlind	3cKd		200	2.000	1	2	b200b300f
2606	Button	2cAc		100	1.000	1	1	b300f
2607	BigBlind	2d2h		200	2.000	1	2	b200b300f
2608	Button	Jd6s	Th9s8c4s	500	5.000	3	5	b250c/kb250c/kb500f
2609	BigBlind	Jd8h	As7d5s9s3h	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
2610	Button	7cKs		100	1.000	1	1	b300f
2611	BigBlind	5c4h	7h7c3c	300	3.000	2	3	b200b300c/b300f
2612	Button	3cJc	AsTs2d	1250	12.500	3	4	b250b750b1250c/kb1250f
2613	BigBlind	Qh3s	AsTd8h5d	6600	66.000	4	5	b200b300b1800b3300c/b3300c/b6600f
2614	Button	7c3h	AsKhJd8d	500	5.000	3	5	b250c/kb250c/kb500f
2615	BigBlind	5c8c		50	0.500	0	1	f
2616	Button	5c3d	Ad7s2sQs2h	-20000	-200.000	4	3	b250b750b1250b6750b12250b20000c///
2617	BigBlind	Td3s		50	0.500	0	1	f
2618	Button	AdAs		100	1.000	1	1	b300f
2619	BigBlind	4h9h	Kd9d7c2dTd	-18500	-185.000	5	6	b200b300c/b450b1500b3400c/b5550c/b9250c
2620	Button	7dQh	8s6s4dJs9h	-2400	-24.000	4	7	b300c/kb300c/kb600c/kb1200c
2621	BigBlind	6cKs	Jd4s3cAs	600	6.000	3	4	b200b300c/b300c/b600f
2622	Button	5cQc		100	1.000	1	1	b300f
2623	BigBlind	AdJh	7c6d5dQs4c	1800	18.000	4	5	b200b450c/b450c/b900c/b1800f
2624	Button	TcTh	9c6s5hJc8s	-4750	-47.500	4	7	b300c/kb450c/kb1150c/kb2850c
2625	BigBlind	7c3s	KhTc8c	300	3.000	2	3	b200b300c/b300f
2626	Button	3d7s	Kc9s5dQd	500	5.000	3	5	b250c/kb250c/kb500f
2627	BigBlind	6dTh	3d2s2c	300	3.000	2	3	b200b300c/b300f
2628	Button	2d6h	5d5c4dJdJh	1000	10.000	4	7	b250c/kb250c/kb500c/kb1000f
2629	BigBlind	Ah4s	6s3d2s	300	3.000	2	3	b200b300c/b450f
2630	Button	6c4h	Jd8c6h7s	650	6.500	3	5	b250c/kb400c/kb1000f
2631	BigBlind	8hKh	6c5h2dJc	3600	36.000	4	5	b200b300c/b300c/b600b3000b5400f
2632	Button	5cQs	QdJd9s4hKh	-4150	-41.500	4	7	b250c/kb400c/kb1000c/kb2500c
2633	BigBlind	2c9d		200	2.000	1	2	b200b300f
2634	Button	9d3h	KdTh7h	250	2.500	2	3	b250c/kb250f
2635	BigBlind	7cQc	AcJs4s7hJh	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
2636	Button	AcQh	Kd8h4c2d8d	1500	15.000	4	7	b300c/kb450c/kb750c/kb1500f
2637	BigBlind	TdJh	Qc8c5s6s5c	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
2638	Button	KdAh	Qc8d3c6s	5400	54.000	4	6	b300c/kb450c/kb750b4650b8550f
2639	BigBlind	6d4s		50	0.500	0	1	f
2640	Button	2dJs	As9d7cTh	1500	15.000	3	5	b250c/b250b500c/b750b1500f
2641	BigBlind	Jh5s	Qs6h6d	300	3.000	2	3	b200b300c/b300f
2642	Button	2hKs	8c5h2s8d5d	-20000	-200.000	5	6	b300c/kb450c/kb1150b4650b10150b19250c/
2643	BigBlind	6cAh	6s4d3d	300	3.000	2	3	b200b300c/b450f
2644	Button	7sAs	Ac6s4s	300	3.000	2	3	b300c/kb450f
2645	BigBlind	2c6s	AhKcQhKhJc	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
2646	Button	7c4d	Jh9c2d6h3h	1000	10.000	4	7	b250c/kb250c/kb500c/kb1000f
2647	BigBlind	2h5s	As8c3h6dTc	-20000	-200.000	5	6	b200b300b1800b3300c/b3300c/b6600c/b6800c
2648	Button	8h5s	9c3d2h7d8d	20000	200.000	5	7	b250b750b1250c/kb1250c/b4250b8500c/b9000c
2649	BigBlind	4c4d		200	2.000	1	2	b200b300f
2650	Button	AcQh		100	1.000	1	1	b300f
2651	BigBlind	2h4s		50	0.500	0	1	f
2652	Button	KdKh	Qs8s8c	300	3.000	2	3	b300c/kb450f
2653	BigBlind	4c6h		200	2.000	1	2	b200b300f
2654	Button	4hAh		100	1.000	1	1	b300f
2655	BigBlind	TdQd	QsJc8s2s8h	-4750	-47.500	4	5	b200b300c/b450c/b1150c/b2850c
2656	Button	3cJs	Ts7s2s	250	2.500	2	3	b250c/kb250f
2657	BigBlind	7dJd	4s4h3c8hAd	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
2658	Button	3d3h	QcTc4c	300	3.000	2	3	b300c/kb300f
2659	BigBlind	4s5s	AcKh4h	300	3.000	2	3	b200b300c/b300f
2660	Button	2hAh		100	1.000	1	1	b300f
2661	BigBlind	JcAc		200	2.000	1	2	b200b450f
2662	Button	4d5s	Ts7s5c9sKd	-20000	-200.000	4	4	b250b750b1250c/b3250b7550b18750c//
2663	BigBlind	QcKs		200	2.000	1	2	b200b450f
2664	Button	TcQs	Ad6c4h8dTd	-20000	-200.000	4	3	b300b900b1800b8100b15550b20000c///
2665	BigBlind	3sQs	AsQc5c8c6d	1500	15.000	4	5	b200b300c/b450c/b750c/b1500f
2666	Button	Jc9h		100	1.000	1	1	b300f
2667	BigBlind	2h3h		200	2.000	1	2	b200b300f
2668	Button	Td5h		100	1.000	1	1	b250f
2669	BigBlind	8dQh	ThTc4sJc8c	-3000	-30.000	4	5	b200b300c/b300c/b600c/b1800c
2670	Button	4c7d	9d3s3c	250	2.500	2	3	b250c/kb250f
2671	BigBlind	4h7h	Qs7c6c3s7s	4750	47.500	4	5	b200b300c/b450c/b1150c/b2850c
2672	Button	5h6s	AdJh7h	250	2.500	2	3	b250c/kb250f
2673	BigBlind	Qc4h	7s6s6h7c8h	-12000	-120.000	5	6	b200b300c/b300c/b600c/b1200b6000b10800c
2674	Button	8cJh	AhJd5sJc	4500	45.000	4	6	b300b900b1800c/kb2700c/kb6750f
2675	BigBlind	3cQh	Ad9s7s	1200	12.000	3	4	b200b300c/b300b900b1500f
2676	Button	7d8s	6c2h2c	250	2.500	2	3	b250c/kb250f
2677	BigBlind	5hQs	Qc7c2h	300	3.000	2	3	b200b300c/b450f
2678	Button	JcKs		100	1.000	1	1	b300f
2679	BigBlind	2d7s		200	2.000	1	2	b200b300f
2680	Button	5d6h		750	7.500	2	2	b250b750b1250f
2681	BigBlind	2d8d	Jh7s3c4d7c	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
2682	Button	Ac2h		100	1.000	1	1	b300f
2683	BigBlind	TsKs		50	0.500	0	1	f
2684	Button	3c5d	Th4d2dKh6d	1500	15.000	4	7	b250c/b250b500c/kb750c/kb2250f
2685	BigBlind	5dQs	QdJc9s	300	3.000	2	3	b200b300c/b450f
2686	Button	5h6h	QsJs9c8cJh	1000	10.000	4	7	b250c/kb250c/kb500c/kb1000f
2687	BigBlind	4cKc	KsJd3s7dQc	1900	19.000	4	5	b200b300c/b450c/b1150c/b2850f
2688	Button	Tc2h		100	1.000	1	1	b250f
2689	BigBlind	9d8s	AhKdJs	300	3.000	2	3	b200b300c/b300f
2690	Button	Jc3d	AhKc4h4c3s	10500	105.000	5	8	b250c/kb250c/b500b1000b5500b10000c/kb9500f
2691	BigBlind	2cAh	9h3h3d	1200	12.000	3	4	b200b300c/b300b900b1500f
2692	Button	8cQd	9h8d4s	300	3.000	2	3	b300c/kb450f
2693	BigBlind	2c7s	Th7h3c	2000	20.000	3	4	b200b300c/b450b1700b3750f
2694	Button	AcJd		900	9.000	2	2	b300b900b1800f
2695	BigBlind	Kh3s	AhAd7c4h5h	-12000	-120.000	5	6	b200b300c/b300b1500b2700c/b3000c/b6000c
2696	Button	KcKh		100	1.000	1	1	b300f
2697	BigBlind	5d9d		200	2.000	1	2	b200b300f
2698	Button	7d8d	Th8c4dAs	3000	30.000	3	5	b250c/b250b800c/b1950b5000f
2699	BigBlind	Tc7s	KhQhJc	3300	33.000	3	4	b200b300b1800b3300c/b3300f
2700	Button	KhQs	6h6c5c9dTs	7200	72.000	5	8	b300b900b1800c/kb1800c/kb3600c/kb7200f
2701	BigBlind	Qd5s	As9c4s	300	3.000	2	3	b200b300c/b300f
2702	Button	4c5d	As5s3d	250	2.500	2	3	b250c/kb400f
2703	BigBlind	8hJh	7h5h3s6s9s	20000	200.000	5	5	b200b300b1800b3300c/b4950c/b8250b11750c/
2704	Button	2c3d	Ah9s9h	500	5.000	2	3	b250c/b250b500f
2705	BigBlind	2h4s		50	0.500	0	1	f
2706	Button	6cJd		100	1.000	1	1	b250f
2707	BigBlind	3dTh	JsJc5c	300	3.000	2	3	b200b300c/b300f
2708	Button	AcQs	Qc6c3cJc7c	20000	200.000	4	3	b300b900b1800b8100b15550b20000c///
2709	BigBlind	5cJs		50	0.500	0	1	f
2710	Button	Kh4s	KcQd3c	300	3.000	2	3	b300c/kb450f
2711	BigBlind	5dTh	9d8c5c2dAc	-17800	-178.000	5	6	b200b300c/b450c/b1150c/b1900b8900b15900c
2712	Button	9hQh		100	1.000	1	1	b300f
2713	BigBlind	Td8s		200	2.000	1	2	b200b300f
2714	Button	Ac5h	8c4s4d5d6d	20000	200.000	4	3	b300b900b1800b8100b15550b20000c///
2715	BigBlind	4dTd	Jh4c3s5c8s	-20000	-200.000	4	5	b200b300b1800b3300c/b4950c/b11750c/
2716	Button	5sQs		100	1.000	1	1	b300f
2717	BigBlind	KcAh	Td7c4h	450	4.500	2	3	b200b450c/b450f
2718	Button	4hJh	9c4d2s	1250	12.500	3	4	b250b750b1250c/kb1900f
2719	BigBlind	TcKs		200	2.000	1	2	b200b450f
2720	Button	5c8s	Jc7s6c	1250	12.500	3	4	b250b750b1250c/kb1250f
2721	BigBlind	5c2s	8d3s3h4hJh	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
2722	Button	3sJs	Qs9d2h	250	2.500	2	3	b250c/kb250f
2723	BigBlind	Td2h	7d6c4d	300	3.000	2	3	b200b300c/b300f
2724	Button	4hAh		100	1.000	1	1	b300f
2725	BigBlind	4c6d	Td4h2h6c	750	7.500	3	4	b200b300c/b450c/b1150f
2726	Button	QcQh	Jh6s5s	300	3.000	2	3	b300c/kb450f
2727	BigBlind	7d6s	7h6d5sKc3s	-20000	-200.000	5	6	b200b300c/b450b2400b5000c/b7950c/b6750c
2728	Button	7d7s	Jh4c3s	300	3.000	2	3	b300c/kb450f
2729	BigBlind	Ac7h	JhTs5d3d	900	9.000	3	4	b200b450c/b450c/b900f
2730	Button	3dTh	7s6d2s9s	2000	20.000	4	6	b250c/kb250c/kb500b1500b2500f
2731	BigBlind	2d7d	Ad6h3s4h	600	6.000	3	4	b200b300c/b300c/b600f
2732	Button	5h4s	AhKc3d6c	1000	10.000	3	5	b250c/kb250c/b500b1000f
2733	BigBlind	3hAs	6s6d5s	1200	12.000	3	4	b200b300c/b450b900b2350f
2734	Button	7dTh	7s7h4s	1250	12.500	3	4	b250b750b1250c/kb1900f
2735	BigBlind	Jd7s		50	0.500	0	1	f
2736	Button	5d7s	Js9h3d6s5h	1000	10.000	4	7	b250c/kb250c/kb500c/kb1500f
2737	BigBlind	3dAh	Kd8h5dTc8d	-12000	-120.000	5	6	b200b300c/b300c/b600c/b1200b6000b10800c
2738	Button	QcQh	As5d4c	300	3.000	2	3	b300c/kb450f
2739	BigBlind	8d9h		200	2.000	1	2	b200b300f
2740	Button	Jd8s	KsKdQd	300	3.000	2	3	b300c/kb300f
2741	BigBlind	9hKh		200	2.000	1	2	b200b300f
2742	Button	7h6s	QdTd4d8c	500	5.000	3	5	b250c/kb250c/kb500f
2743	BigBlind	JdKh	Ts3d2hKs	900	9.000	3	4	b200b450c/b450c/b1350f
2744	Button	Qc9d	5h4c3d8c7h	-2400	-24.000	4	7	b300c/kb300c/kb600c/kb1200c
2745	BigBlind	Jd4s	AsKd2cQs	600	6.000	3	4	b200b300c/b300c/b600f
2746	Button	9cAs	Jh9h7hQc6s	20000	200.000	4	3	b300b900b1800b8100b15550b20000c///
2747	BigBlind	5h8s	Qd5d4c9s	750	7.500	3	4	b200b300c/b450c/b1150f
2748	Button	7dKd	Ad6c5h	300	3.000	2	3	b300c/kb450f
2749	BigBlind	6c4h	3h2s2h	1800	18.000	3	4	b200b300c/b300b1500b2700f
2750	Button	Ad5s		100	1.000	1	1	b300f
2751	BigBlind	5c8c	AdJc5s9dKd	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
2752	Button	5cAs	KhTc7s7dTh	-20000	-200.000	4	3	b300b900b1800b8100b15550b20000c///
2753	BigBlind	4dQs	3h2s2d6s	6600	66.000	4	5	b200b300b1800b3300c/b3300c/b6600f
2754	Button	7hAh		100	1.000	1	1	b300f
2755	BigBlind	3d4d	QsJh3cKs	600	6.000	3	4	b200b300c/b300c/b600f
2756	Button	6c7d	9s3s3c2d	500	5.000	3	5	b250c/kb250c/kb500f
2757	BigBlind	JsKs		200	2.000	1	2	b200b450f
2758	Button	6s9s	Tc6c5h2c	650	6.500	3	5	b250c/kb400c/kb1000f
2759	BigBlind	2dAh		200	2.000	1	2	b200b300f
2760	Button	3c7s	QdQc3d	250	2.500	2	3	b250c/kb400f
2761	BigBlind	3d7s	QsJc8h	3300	33.000	3	4	b200b300b1800b3300c/b3300f
2762	Button	5d6s	3h3d2h	250	2.500	2	3	b250c/kb250f
2763	BigBlind	Qd6s	Kh6h3dJd	750	7.500	3	4	b200b300c/b450c/b1150f
2764	Button	5c3h	AhTh6s3c	3000	30.000	4	6	b250c/kb250c/kb500b2500b4500f
2765	BigBlind	6hJs	KsQsQd9h	600	6.000	3	4	b200b300c/b300c/b600f
2766	Button	Kd7s	KsJdJc	300	3.000	2	3	b300c/kb450f
2767	BigBlind	8d9s	ThTd5s	300	3.000	2	3	b200b300c/b300f
2768	Button	6dJh	QsQd7h	250	2.500	2	3	b250c/kb250f
2769	BigBlind	3cJh	Tc8s8c2d9d	-20000	-200.000	5	6	b200b300b1800b3300c/b3300c/b6600c/b6800c
2770	Button	8hQh		100	1.000	1	1	b300f
2771	BigBlind	6dAd	Kd9s7hAh6c	6750	67.500	5	6	b200b450c/b450b1350b2250c/b4050c/b10150f
2772	Button	JcKc	Qh7s7hAc	750	7.500	3	5	b300c/kb450c/kb1150f
2773	BigBlind	3dAs	8d6s3s2dKh	-3800	-38.000	4	5	b200b300c/b450c/b1150c/b1900c
2774	Button	8dKs	Jh9h2s	1800	18.000	3	4	b300b900b1800c/kb1800f
2775	BigBlind	8c9h	QhTh3d2c8s	1200	12.000	4	5	b200b300c/b300c/b600c/b1800f
2776	Button	7s8s	Ah9h5hQh9d	-5500	-55.000	5	8	b250c/kb250b750b1250c/b500b1000c/b1500b3000c
2777	BigBlind	7dQd	AhKh3h	3300	33.000	3	4	b200b300b1800b3300c/b3300f
2778	Button	9dTd		100	1.000	1	1	b300f
2779	BigBlind	3cQc		50	0.500	0	1	f
2780	Button	7cJc	QcTh6hKc	600	6.000	3	5	b300c/kb300c/kb900f
2781	BigBlind	8d4h	QcJd8h	300	3.000	2	3	b200b300c/b300f
2782	Button	QcAh		100	1.000	1	1	b300f
2783	BigBlind	3cAh	Ks7s5s3h8h	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
2784	Button	Jc2d		750	7.500	2	2	b250b750b1250f
2785	BigBlind	5c8h		50	0.500	0	1	f
2786	Button	4d6h	ThTd5sTcJc	-2000	-20.000	4	7	b250c/kb250c/kb500c/kb1000c
2787	BigBlind	5d8h	5s4d2c7dQc	1900	19.000	4	5	b200b300c/b450c/b1150c/b2850f
2788	Button	6d6s	KdQs5d	300	3.000	2	3	b300c/kb450f
2789	BigBlind	8hJs	Tc6s3c2s	600	6.000	3	4	b200b300c/b300c/b600f
2790	Button	4s8s	Kd9d7c	1250	12.500	3	4	b250b750b1250c/kb1250f
2791	BigBlind	Jh2s	AsKh6s9c9d	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
2792	Button	5dTs	Ah8h4s	250	2.500	2	3	b250c/kb250f
2793	BigBlind	Jc7d	8d6d2d6s6h	-20000	-200.000	5	6	b200b300b1800b3300c/b3300c/b6600c/b6800c
2794	Button	7c4d	Ks3s2c	250	2.500	2	3	b250c/kb250f
2795	BigBlind	5s8s	Tc9c2d3dAh	-20000	-200.000	5	5	b200b300c/b300b900b1500b10500b19500b19700c//
2796	Button	4d5h	Ad5s3d	250	2.500	2	3	b250c/kb400f
2797	BigBlind	AcAd	Kh8s7sAs	1150	11.500	3	4	b200b450c/b700c/b1750f
2798	Button	3s8s	AdTd9hQd6s	-20000	-200.000	4	3	b250b750b1250b6750b12250b20000c///
2799	BigBlind	2d8s	9c8h6d	300	3.000	2	3	b200b300c/b450f
2800	Button	3d2s		100	1.000	1	1	b250f
2801	BigBlind	3c8s	Th6h5d6d	600	6.000	3	4	b200b300c/b300c/b600f
2802	Button	JdJs		100	1.000	1	1	b300f
2803	BigBlind	2dJd	9c7c3d3h	-13200	-132.000	5	5	b200b300b1800b3300c/b3300c/b6600b13400f
2804	Button	Kh2s		100	1.000	1	1	b300f
2805	BigBlind	4cJh	Td4s3d2d3c	-20000	-200.000	5	6	b200b300c/b450c/b750c/b2250b9300b18500c
2806	Button	5c5h	KsQcTc	300	3.000	2	3	b300c/kb300f
2807	BigBlind	Jc6d	KcTd8h5d5h	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
2808	Button	4h6s	Jd5c3h4c	500	5.000	3	5	b250c/kb250c/kb750f
2809	BigBlind	JhJs	Th7h6dTs	8750	87.500	4	5	b200b450b1800b3500c/b5250c/b11250f
2810	Button	2d5s		100	1.000	1	1	b250f
2811	BigBlind	Kc6d	Qc5c2s	300	3.000	2	3	b200b300c/b300f
2812	Button	Jc9s	As9c5c	1800	18.000	3	4	b300c/kb450b1500b3400f
2813	BigBlind	AcJs		200	2.000	1	2	b200b450f
2814	Button	2dQh	Tc9d8hJh	500	5.000	3	5	b250c/kb250c/kb750f
2815	BigBlind	4hTs		200	2.000	1	2	b200b300f
2816	Button	TsAs		100	1.000	1	1	b300f
2817	BigBlind	7c3s	KsQh5d2sJs	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
2818	Button	KdQh		100	1.000	1	1	b300f
2819	BigBlind	QhAs	Js5c2s3s2d	-7250	-72.500	4	5	b200b450c/b700c/b1750c/b4350c
2820	Button	5c2h	Jd6h4dAsQd	6000	60.000	5	8	b250c/kb250b750b1250c/b500b1000c/b3500b7000f
2821	BigBlind	9cKh	Ah8s6s	300	3.000	2	3	b200b300c/b300f
2822	Button	Kh8s	Td3c2d9sQc	-20000	-200.000	4	5	b300b900b1800c/b900b1800b11700b18200c//
2823	BigBlind	5sAs		50	0.500	0	1	f
2824	Button	4s5s	KdQd2d	250	2.500	2	3	b250c/kb250f
2825	BigBlind	KcQd		200	2.000	1	2	b200b450f
2826	Button	ThJh	KhTd7d5d5c	11250	112.500	5	8	b300b900b1800c/kb2700c/kb6750c/kb8750f
2827	BigBlind	Jd5h	KdQc4c	300	3.000	2	3	b200b300c/b300f
2828	Button	AcKh	Jd8h6d8s	750	7.500	3	5	b300c/kb450c/kb1150f
2829	BigBlind	Kc5h		50	0.500	0	1	f
2830	Button	5dKd		100	1.000	1	1	b300f
2831	BigBlind	3c3h	JdTh2d4c2c	20000	200.000	4	4	b200b300b1800b3300c/b3300b16700c//
2832	Button	4c7d		750	7.500	2	2	b250b750b1250f
2833	BigBlind	JcJd		200	2.000	1	2	b200b450f
2834	Button	3h7s	AhQd8s	250	2.500	2	3	b250c/kb250f
2835	BigBlind	6d6s	JdTd3h	450	4.500	2	3	b200b450c/b450f
2836	Button	AcQd	AsTh7c	1800	18.000	3	4	b300b900b1800c/kb2700f
2837	BigBlind	5cJc	Ks6d5h	300	3.000	2	3	b200b300c/b450f
2838	Button	2cTc	Jh4s3h	250	2.500	2	3	b250c/kb250f
2839	BigBlind	7h7s	KcQd5h	450	4.500	2	3	b200b450c/b450f
2840	Button	4cTs		100	1.000	1	1	b250f
2841	BigBlind	Kc2h	KsQc3cTc7h	-4750	-47.500	4	5	b200b300c/b450c/b1150c/b2850c
2842	Button	Jc4s	7s5s5c	4500	45.000	3	4	b250b750b1250c/b3250b6500f
2843	BigBlind	8d2h	Ts6h3d9dTd	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
2844	Button	3c5d	KhQs5c	250	2.500	2	3	b250c/kb400f
2845	BigBlind	9h2s	Qh5d3d6h3c	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
2846	Button	6c2s		100	1.000	1	1	b250f
2847	BigBlind	4cTs		200	2.000	1	2	b200b300f
2848	Button	4d6h	7h5h2hAc	650	6.500	3	5	b250c/kb400c/kb650f
2849	BigBlind	9sJs		200	2.000	1	2	b200b300f
2850	Button	3s7s	Ts9s5h	250	2.500	2	3	b250c/kb250f
2851	BigBlind	2hKh		200	2.000	1	2	b200b300f
2852	Button	6c2h	8h7s6s	1250	12.500	3	4	b250b750b1250c/kb1250f
2853	BigBlind	2d5d	6s6c4hTdAh	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
2854	Button	9d5s	Ts8c4c	2250	22.500	3	4	b250c/b250b500b2000b3500f
2855	BigBlind	KcAh	9s6h5d	450	4.500	2	3	b200b450c/b700f
2856	Button	7cAd		900	9.000	2	2	b300b900b1800f
2857	BigBlind	4d8h	KhJh9c	1200	12.000	3	4	b200b300c/b300b900b1500f
2858	Button	8h6s		750	7.500	2	2	b250b750b1250f
2859	BigBlind	Qc2d	AdQd3c7h2s	-20000	-200.000	5	6	b200b300c/b450c/b1150b3250b7700c/b11550c
2860	Button	6c9c	KsKd6d7dAh	-20000	-200.000	4	6	b250b750b1250c/kb1900c/b7050b16850c/
2861	BigBlind	9hTs	AsJh3d7s2c	-7200	-72.000	6	6	b200b300c/b300c/b600b1800b3000c/b3600b16400f
2862	Button	2sKs		100	1.000	1	1	b300f
2863	BigBlind	Qc2d	Ts7d2sJc3d	-7200	-72.000	5	6	b200b300c/b300c/b600c/b1200b3600b6000c
2864	Button	3dAd	Qd8c2cTh	750	7.500	3	5	b300c/kb450c/kb750f
2865	BigBlind	Kc6d		200	2.000	1	2	b200b300f
2866	Button	8h8s	KsQs9c4h	5400	54.000	4	6	b300c/kb450c/kb1150b4650b10150f
2867	BigBlind	Ac5s		50	0.500	0	1	f
2868	Button	8d5s	6d3s3c	-6500	-65.000	5	5	b250b750b1250c/kb1250b3250b5250b18750f
2869	BigBlind	Jh6s	AdKh3sTc	3600	36.000	4	5	b200b300c/b300c/b600b3000b5400f
2870	Button	9c6h	9h6c3d9s	650	6.500	3	5	b250c/kb400c/kb1000f
2871	BigBlind	2cTc		50	0.500	0	1	f
2872	Button	5sTs	Kd8h4c	6750	67.500	4	5	b250b750b1250c/b250b500b5500b10500f
2873	BigBlind	2cQd	AcKh6s	300	3.000	2	3	b200b300c/b300f
2874	Button	8h6s	9d8d4s7h3d	-20000	-200.000	5	8	b250c/kb400c/kb1000c/kb2500b11850b18350c
2875	BigBlind	TcAc		200	2.000	1	2	b200b450f
2876	Button	2hJh	Td7d2s	250	2.500	2	3	b250c/kb400f
2877	BigBlind	3sJs	Qs7h3h	300	3.000	2	3	b200b300c/b450f
2878	Button	2c5s	JhTh4cKc	2500	25.000	4	6	b250b750b1250c/kb1250c/kb2500f
2879	BigBlind	2h5h		-3300	-33.000	3	3	b200b300b1800b3300b20000f
2880	Button	5dJh		100	1.000	1	1	b250f
2881	BigBlind	QhAs		200	2.000	1	2	b200b450f
2882	Button	3dAs	QsTc6s	300	3.000	2	3	b300c/kb300f
2883	BigBlind	3d5s	8d4c2d6d7d	1500	15.000	4	5	b200b300c/b300c/b900c/b2250f
2884	Button	4cTh	9d5s3s3hAs	1000	10.000	4	7	b250c/kb250c/kb500c/kb1000f
2885	BigBlind	2cQd	AdKh5hKcJd	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
2886	Button	8dJh		100	1.000	1	1	b300f
2887	BigBlind	8cJc	Ks5s5hKh	600	6.000	3	4	b200b300c/b300c/b600f
2888	Button	7hAh	QsTs2c	300	3.000	2	3	b300c/kb300f
2889	BigBlind	2h9s	Ks5s3d	300	3.000	2	3	b200b300c/b300f
2890	Button	TcQs		100	1.000	1	1	b300f
2891	BigBlind	ThTs	Ah6s2s	450	4.500	2	3	b200b450c/b700f
2892	Button	6hTh		100	1.000	1	1	b250f
2893	BigBlind	2sJs	KsTh3d2d	600	6.000	3	4	b200b300c/b300c/b600f
2894	Button	9cJc		100	1.000	1	1	b300f
2895	BigBlind	Kc7h		200	2.000	1	2	b200b300f
2896	Button	JdKd	Kh5d2dJc	750	7.500	3	5	b300c/kb450c/kb1150f
