hand	heroPosition	heroHole	villainHole	board	winningsChips	winningsBb	decisions	villainObservations	action
1	BigBlind	8cQh	5dKd		1800	18.000	2	3	b200b300b1800b3300f
2	Button	4c5s	2c9h		100	1.000	1	1	b250f
3	BigBlind	KcAd	9d8h	9s5h3h2hJh	-14600	-146.000	5	6	b200b450c/b700c/b1150b3650b6150c/b7300c
4	Button	3d7s	7cAc	Qc9d6d9c5d	-1000	-10.000	4	6	b250c/kb250c/kb500c/kk
5	BigBlind	7c8s	9dTs	9c8d3d6s7s	-4750	-47.500	4	5	b200b300c/b450c/b1150c/b2850c
6	Button	3d8h	2d4s		100	1.000	1	1	b250f
7	BigBlind	QcTd	6d2h		50	0.500	0	1	f
8	Button	7h2s	3c5s	KhQc8dQh4d	250	2.500	4	4	b250c/kk/kk/kk
9	BigBlind	KdAd	9cJh	Jd8s7hQc8c	5400	54.000	5	6	b200b450c/b450c/b900b2700b4500c/b5400f
10	Button	5c4s	2c5s		100	1.000	1	1	b250f
11	BigBlind	2sTs	2d5s		50	0.500	0	1	f
12	Button	KhAh	ThQs	9s5c3s	1200	12.000	3	4	b300c/kb300b900b2250f
13	BigBlind	Tc2h	Qh9s	Kd9h6cJc4d	-500	-5.000	5	6	b200b300c/kk/kk/kb100b200c
14	Button	TcQc	5h9h	Kd8s2s	300	3.000	2	3	b300c/kb300f
15	BigBlind	4c5h	ThAh	JsTc3dJcAd	-500	-5.000	6	6	b200b300c/kb100b200c/kk/kb700f
16	Button	AcKh	9d4s		100	1.000	1	1	b300f
17	BigBlind	2c9c	Tc3d	AhKdTs4s9h	-600	-6.000	4	5	b200b300c/kk/kk/b300c
18	Button	3c9c	2h2s	AdAcJs9d	500	5.000	3	5	b250c/kb250c/kb750f
19	BigBlind	3cQc	8dAh	AcQs6s5h7s	1900	19.000	4	5	b200b300c/b450c/b1150c/b2850f
20	Button	Th4s	3dAs	AcQd8dKc3s	-10750	-107.500	5	7	b250c/kk/b250b500c/b250b500b5250b10000c
21	BigBlind	TcTd	5s9s		200	2.000	1	2	b200b450f
22	Button	9c8s	Kh5s	Ad7s2c	250	2.500	2	3	b250c/kb250f
23	BigBlind	Qc7d	3cQd		200	2.000	1	2	b200b300f
24	Button	3c2d	KcJd	Ks7d5s2sTc	-4250	-42.500	5	7	b250b750b1250c/kk/b250b500c/b1250b2500c
25	BigBlind	KdKh	4c3d		200	2.000	1	2	b200b450f
26	Button	9dQs	Ad3s	Qc6s4c	300	3.000	2	3	b300c/kb450f
27	BigBlind	7d2s	9cKd	AhKc9h7h9d	-12400	-124.000	6	7	b200b300c/kb100b200c/b500c/b1000b6200b11400c
28	Button	Tc7s	3hTh	6s3d3c2h8s	4000	40.000	5	8	b250c/kb250b750b1250c/b500b1000c/b1500b3000f
29	BigBlind	8hKh	5cAc	KsKc3h	300	3.000	2	3	b200b300c/b450f
30	Button	QhKh	3cQd		100	1.000	1	1	b300f
31	BigBlind	4s7s	Ac4h	As6s5cQcJd	-1500	-15.000	4	5	b200b300c/b450c/b750c/kk
32	Button	6d4h	2s3s	KsKd8d7d6h	750	7.500	4	5	b250c/kk/kk/b250b500c
33	BigBlind	Th4s	6cQh	Js3c2c	400	4.000	3	4	b200b300c/kb100b200f
34	Button	2dTd	9c8h	Ah5s5h6c	500	5.000	3	4	b250c/kk/b250b500f
35	BigBlind	Ad8s	6sAs		1800	18.000	2	3	b200b450b1800b3500f
36	Button	Qd3s	6d9h	Qc7d2h	250	2.500	2	3	b250c/kb400f
37	BigBlind	7c8c	Ad8h	Qh4c2sKs7h	750	7.500	4	5	b200b300c/kk/kk/b450c
38	Button	JdJs	Ad9s	Kc8d6s4c	750	7.500	3	5	b300c/kb450c/kb1150f
39	BigBlind	7cAs	9d5h		200	2.000	1	2	b200b450f
40	Button	3c5c	6hKh	Ah6d2c4s	1750	17.500	4	6	b250b750b1250c/b250b500c/kb2650f
41	BigBlind	Jd2s	5c7d		200	2.000	1	2	b200b300f
42	Button	5c6s	7s8s	Ks9s8cKc	4500	45.000	4	6	b250b750b1250c/kb1250c/b2000b4000f
43	BigBlind	9c6s	7c4s		50	0.500	0	1	f
44	Button	2s7s	6dAs	9h8h4s	250	2.500	2	3	b250c/kb250f
45	BigBlind	6h9h	7cTc		1800	18.000	2	3	b200b300b1800b3300f
46	Button	TcQs	Ac9h	Kc8h6s8d	600	6.000	3	5	b300c/kb300c/kb600f
47	BigBlind	3c5c	6d3h	7h7d4s3s	600	6.000	3	4	b200b300c/b300c/b900f
48	Button	JdKs	3d4h		100	1.000	1	1	b300f
49	BigBlind	4c8s	5d8h	KdTs3c	300	3.000	2	3	b200b300c/b300f
50	Button	TcJs	2cKc	6d5c3sJcAh	1500	15.000	4	7	b300c/kb300c/kb900c/kb2250f
51	BigBlind	4s6s	Ac8d	7s6h2c3d	750	7.500	3	4	b200b300c/b450c/b1150f
52	Button	5dTd	8cAh		750	7.500	2	2	b250b750b1250f
53	BigBlind	4c3h	8c4h		200	2.000	1	2	b200b300f
54	Button	TdKs	8c8h	KhTc6c5s	4500	45.000	4	6	b300b900b1800c/kb2700c/kb6750f
55	BigBlind	5c8h	Kh8s	Js6s2s6c	3000	30.000	4	5	b200b300c/b300b1500b2700c/b3000f
56	Button	8c3h	9dTd	Ah9h4c9s	6000	60.000	4	6	b250c/kb250c/b500b1000b5500b10000f
57	BigBlind	Jd6h	4d2s		50	0.500	0	1	f
58	Button	TdAd	JhTs	KdJc9d	1800	18.000	3	4	b300b900b1800c/kb2700f
59	BigBlind	Ac5h	6cQc	Td9h4s	300	3.000	2	3	b200b300c/b300f
60	Button	3h2s	3cTs		100	1.000	1	1	b250f
61	BigBlind	Ac6h	Kh5s	7c6d2h	300	3.000	2	3	b200b300c/b450f
62	Button	9c2d	5h8s	Ah7d5sQh3h	1000	10.000	4	7	b250c/kb250c/kb500c/kb1000f
63	BigBlind	9dAd	7d2s		50	0.500	0	1	f
64	Button	8c9h	4cQd	KcQc2c4s5s	-2000	-20.000	4	7	b250c/kb250c/kb500c/kb1000c
65	BigBlind	3dKh	Kd5h	Td6c3c	300	3.000	2	3	b200b300c/b300f
66	Button	Kh5s	Jh4s		100	1.000	1	1	b300f
67	BigBlind	Ah8s	ThJs	Ac7s4c	450	4.500	2	3	b200b450c/b700f
68	Button	8h2s	Ac2d	JcTs7d	250	2.500	2	3	b250c/kb250f
69	BigBlind	5dJh	Tc8d	Qh3c2dAd	600	6.000	3	4	b200b300c/b300c/b600f
70	Button	3dAd	AhQs	Qc8c5sKh2h	-10800	-108.000	5	8	b300c/kb300b900b1500c/b1800b3600c/kb5400c
71	BigBlind	Qh9s	3d7s		50	0.500	0	1	f
72	Button	5sKs	AcKd	Qs9c6s7c8h	20000	200.000	4	3	b300b900b1800b8100b15550b20000c///
73	BigBlind	6d4h	7cAh	KhJh2c5c	600	6.000	3	4	b200b300c/b300c/b600f
74	Button	Jh7s	8sJs	KsKhTsAd	3250	32.500	4	6	b250b750b1250c/b1000b2000c/kb3250f
75	BigBlind	3hQh	Ac2d	Td5h4sTsTc	4800	48.000	5	6	b200b300c/b300c/b600c/b1200b3600b6000f
76	Button	4c9d	5hQh	AcKd6c	1250	12.500	3	4	b250b750b1250c/kb1250f
77	BigBlind	2cTc	5d4h	KcJc3d	300	3.000	2	3	b200b300c/b300f
78	Button	5cJd	QcTd	Kd8d7d	250	2.500	2	3	b250c/kb400f
79	BigBlind	3c2h	9dQh	Ad6s5s	300	3.000	2	3	b200b300c/b300f
80	Button	3d3s	6d4h		100	1.000	1	1	b300f
81	BigBlind	3s6s	Kc8d	7h6h2c	300	3.000	2	3	b200b300c/b450f
82	Button	7d7s	5d8h		100	1.000	1	1	b300f
83	BigBlind	8d6s	2c7h		50	0.500	0	1	f
84	Button	Ah9s	5cTd		100	1.000	1	1	b300f
85	BigBlind	ThQs	Qd2h		200	2.000	1	2	b200b300f
86	Button	8c9s	QcAc	Ks7s6c	1250	12.500	3	4	b250b750b1250c/kb1250f
87	BigBlind	6cTh	5d9h	Jc8s3d	300	3.000	2	3	b200b300c/b300f
88	Button	TsKs	QcQs	Tc4c3dAs9d	-20000	-200.000	4	4	b300b900b1800c/b100b2900b18200c//
89	BigBlind	7dTd	ThAh	AdQd8h3hKc	-12000	-120.000	5	6	b200b300c/b300c/b600c/b1200b6000b10800c
90	Button	5d9h	6c4d	9d7h4h	250	2.500	2	3	b250c/kb400f
91	BigBlind	2cJd	TdQs	JhTh3hKh	750	7.500	3	4	b200b300c/b450c/b750f
92	Button	4c2d	Kc6s	9c4s2c3d	650	6.500	3	5	b250c/kb400c/kb1000f
93	BigBlind	6cJd	AdJs	Kc9h4h	1200	12.000	3	4	b200b300c/b300b900b1500f
94	Button	8hQs	JcJd	Qh8d7hKdJs	-20000	-200.000	4	3	b300b900b1800b8100b15550b20000c///
95	BigBlind	5dAh	8h6s	QdTs7c6h2c	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
96	Button	8c2h	TcAc	7c5h3h5s	2500	25.000	4	6	b250b750b1250c/kb1250c/kb2500f
97	BigBlind	3h3s	JhTs	7h7d2cTc6c	7400	74.000	5	6	b200b300c/b450b1500b3400c/b3700c/b7400f
98	Button	Kc7h	6c2s		100	1.000	1	1	b300f
99	BigBlind	4hAs	3cKc	Jd6c4s2h	3700	37.000	4	5	b200b300c/b450b1500b3400c/b5550f
100	Button	6s8s	Kd5h	5d3d3cTcJs	-2000	-20.000	4	7	b250c/kb250c/kb500c/kb1000c
101	BigBlind	4h7h	QcAs	6h3s2d2h2s	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
102	Button	3c2d	JdQs	7h6h5h	1250	12.500	3	4	b250b750b1250c/kb1250f
103	BigBlind	Qd5h	2sKs	Ad4h4c6c	600	6.000	3	4	b200b300c/b300c/b600f
104	Button	8hJh	9h4s		100	1.000	1	1	b300f
105	BigBlind	3c5c	9hAs	Qs7d5h	300	3.000	2	3	b200b300c/b450f
106	Button	6c6s	4h7h		900	9.000	2	2	b300b900b1800f
107	BigBlind	Jd5h	Th9s	KhQd3c6hTc	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
108	Button	2cKc	9h3s		100	1.000	1	1	b300f
109	BigBlind	4h8s	TcKh	AcJcThKc5d	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
110	Button	4hJh	8c3d		100	1.000	1	1	b250f
111	BigBlind	7hQs	3hKh	JcTs5s3d4c	6000	60.000	5	6	b200b300c/b300c/b600b3000b5400c/b6000f
112	Button	6d8d	7d7h	AdJh9hTc	2500	25.000	4	6	b250b750b1250c/kb1250c/kb2500f
113	BigBlind	9c8d	QdJs	5s3h2d3c	600	6.000	3	4	b200b300c/b300c/b600f
114	Button	Qh3s	6dAh	Th7d2s	250	2.500	2	3	b250c/kb250f
115	BigBlind	9cKc	5cAs	AdQs3sKdTd	1500	15.000	4	5	b200b300c/b300c/b900c/b1500f
116	Button	6cQd	Qc5d		100	1.000	1	1	b300f
117	BigBlind	4d8h	9c7d		200	2.000	1	2	b200b300f
118	Button	4h3s	8sAs	9h5c4d	1250	12.500	3	4	b250b750b1250c/kb1900f
119	BigBlind	Kd8h	Qc7d	JhJc2c	300	3.000	2	3	b200b300c/b300f
120	Button	5dQs	7d8d	Qc8s3h	13500	135.000	4	5	b250b750b1250c/b1000b3650b12250b18750f
121	BigBlind	2cJh	3c6h	Ks8h5d	300	3.000	2	3	b200b300c/b300f
122	Button	3dQs	Jd4h	AsKc9h	250	2.500	2	3	b250c/kb250f
123	BigBlind	Ad3h	6c8s	Jh9s8c	300	3.000	2	3	b200b300c/b300f
124	Button	QcQs	Ah3s	7s7d6h	300	3.000	2	3	b300c/kb450f
125	BigBlind	Ac3s	TcAs	9s8s4h2c4d	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
126	Button	Qc9h	TdTh	AcKsKd7c	4500	45.000	4	6	b300b900b1800c/kb2700c/kb6750f
127	BigBlind	6c7h	Ad2s	Qc4c3hJhKs	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
128	Button	3c2h	9c3s		100	1.000	1	1	b250f
129	BigBlind	JcKs	Ad6s	KhTs6h9s	1150	11.500	3	4	b200b450c/b700c/b1750f
130	Button	5cTh	8c9c		750	7.500	2	2	b250b750b1250f
131	BigBlind	Qd5s	4d6d	AhQc4h7d	750	7.500	3	4	b200b300c/b450c/b1150f
132	Button	Ad5s	8cKc	Ts6d4d	300	3.000	2	3	b300c/kb300f
133	BigBlind	5d5h	Jd3s	7h6h2c	450	4.500	2	3	b200b450c/b700f
134	Button	9c7h	5d8d	Kc6h6c	250	2.500	2	3	b250c/kb250f
135	BigBlind	Kd2h	Kh9s	Ah9h6cAc	600	6.000	3	4	b200b300c/b300c/b600f
136	Button	3c6s	5sTs	Qh9s8h7c	750	7.500	3	5	b250c/b250b500c/kb750f
137	BigBlind	5s6s	6cTs	6d4d3h	300	3.000	2	3	b200b300c/b450f
138	Button	QdTh	JhAs	4s3c2dKd	600	6.000	3	5	b300c/kb300c/kb600f
139	BigBlind	Jc8s	3c2s		50	0.500	0	1	f
140	Button	3c4s	TdTh	Jc9h2c8dAc	5000	50.000	5	8	b250b750b1250c/kb1250c/kb2500c/kb5000f
141	BigBlind	Jc3d	3c6h	9h4d2h2s4c	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
142	Button	5cKd	JcKs	QsQh2s7dJh	-2400	-24.000	4	7	b300c/kb300c/kb600c/kb1200c
143	BigBlind	3h7h	Ah7s	Ts9d5sQs4d	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
144	Button	Ac9d	5d9h		100	1.000	1	1	b300f
145	BigBlind	Ac5h	2d3h		50	0.500	0	1	f
146	Button	Jh5s	7cAs	7d6h3dThJc	2500	25.000	4	7	b250c/kb250c/kb500c/kb1500c
147	BigBlind	2dKh	Jc9d	9c8c3c6hAs	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
148	Button	6c5h	3cQh	Qd2s2d8h	2000	20.000	4	6	b250c/kb250c/kb500b1500b2500f
149	BigBlind	7h7s	Kd6h	KhJc4c	450	4.500	2	3	b200b450c/b450f
150	Button	KcTh	2cJh		100	1.000	1	1	b300f
151	BigBlind	TdAh	Qd9h	AdKd6c	2400	24.000	3	4	b200b450c/b700b1950b4600f
152	Button	4cTh	Ac6d	Kc8s6sJd6h	-3000	-30.000	4	7	b250c/kb250c/kb500c/b1000b2000c
153	BigBlind	6d8s	2c5h		50	0.500	0	1	f
154	Button	9dQs	5d8d		900	9.000	2	2	b300b900b1800f
155	BigBlind	8dQd	5c8s	Ad6d3d	300	3.000	2	3	b200b300c/b450f
156	Button	JcTd	3h6h	AhKc4d8d	600	6.000	3	5	b300c/kb300c/kb600f
157	BigBlind	3d8d	6cJc	Kh5c4h9cAh	-7200	-72.000	5	6	b200b300c/b300c/b600c/b1200b3600b6000c
158	Button	6d9d	4cJd	KdQs9s	500	5.000	2	3	b250c/b250b800f
159	BigBlind	9hTh	2c5d		50	0.500	0	1	f
160	Button	3hTh	Kd6s	QhTs2c	250	2.500	2	3	b250c/kb400f
161	BigBlind	7sQs	8h3s		50	0.500	0	1	f
162	Button	8c2s	5d8h	KhQc6c	250	2.500	2	3	b250c/kb250f
163	BigBlind	4cJd	6d7d	Ad8c3h	3300	33.000	3	4	b200b300b1800b3300c/b3300f
164	Button	3sTs	Jc6h	QdTc9h7c	2000	20.000	3	5	b250c/b250b800c/b950b3250f
165	BigBlind	6s7s	7h9h	7c2h2dAhJs	1900	19.000	4	5	b200b300c/b450c/b1150c/b1900f
166	Button	Kc4h	5s7s	Ac9h8sAs	2700	27.000	3	5	b300c/b300b600c/b1800b4500f
167	BigBlind	2h5s	6c2s		50	0.500	0	1	f
168	Button	2d6d	Jc6s	KsJd7hQh	500	5.000	3	5	b250c/kb250c/kb500f
169	BigBlind	5cJc	4c6s	Kd2d2cTh	600	6.000	3	4	b200b300c/b300c/b600f
170	Button	9c8h	9d5h	7h4d3s6dKh	-3000	-30.000	4	7	b250c/kb250c/kb500c/b1000b2000c
171	BigBlind	Tc9s	5sKs		1800	18.000	2	3	b200b300b1800b3300f
172	Button	6cKc	9c3d		100	1.000	1	1	b300f
173	BigBlind	Jc6h	7c2d		50	0.500	0	1	f
174	Button	JhJs	Ac7s		900	9.000	2	2	b300b900b1800f
175	BigBlind	6dQd	JcTd	Js8s2d8dQc	3000	30.000	4	5	b200b300c/b300c/b600c/b1800c
176	Button	4c7h	AdTh	Qd7c3dTc	650	6.500	3	5	b250c/kb400c/kb1000f
177	BigBlind	9c2h	8dKh	AhAdQsJc3s	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
178	Button	7dAs	QhKs	QdJh2d3d7s	-3000	-30.000	4	7	b300c/kb300c/kb600c/kb1800c
179	BigBlind	8d4h	Jd2h	Jc6d4d	1200	12.000	3	4	b200b300c/b450b900b2350f
180	Button	5cAh	7c9c	Ad9h6sKs	4700	47.000	4	6	b300b900b1800c/b100b2900c/kb7050f
181	BigBlind	JdKh	3c9h		50	0.500	0	1	f
182	Button	KhAs	2c7s		100	1.000	1	1	b300f
183	BigBlind	3d4h	6hJh	QcTc7h	300	3.000	2	3	b200b300c/b300f
184	Button	5d9s	JcKs		750	7.500	2	2	b250b750b1250f
185	BigBlind	3cQs	8d3s		50	0.500	0	1	f
186	Button	5h3s	8hTs	AhQc5c	250	2.500	2	3	b250c/kb400f
187	BigBlind	Qh6s	3cJh		200	2.000	1	2	b200b300f
188	Button	5cAc	5h8h		900	9.000	2	2	b300b900b1800f
189	BigBlind	7sJs	7d8h	Th8s8c2h6s	-12000	-120.000	5	6	b200b300c/b300c/b600b3000b5400c/b6000c
190	Button	3s8s	5h4s	JdTd5c2h7c	1000	10.000	4	7	b250c/kb250c/kb500c/kb1000f
191	BigBlind	9dKd	6d2h		50	0.500	0	1	f
192	Button	6cQc	5cQh		100	1.000	1	1	b300f
193	BigBlind	Jd6s	Qh4s	Jh5s3s	300	3.000	2	3	b200b300c/b450f
194	Button	5cQh	6s7s	QdJh8s	1500	15.000	3	4	b250b750b1500c/kb2250f
195	BigBlind	4c2h	7d5s	AdJc3h	300	3.000	2	3	b200b300c/b300f
196	Button	6dQh	7c8s	KdQs3h	300	3.000	2	3	b300c/kb450f
197	BigBlind	3c2h	4d7d	Qd6d3h8h5s	-13250	-132.500	5	6	b200b300c/b450b900b2350c/b2650c/b7950c
198	Button	8d5s	QcAc	Jh2d2cTsJd	-7000	-70.000	5	8	b250b750b1250c/b250b500c/kb1750c/kb3500c
199	BigBlind	7cAc	Jc4h		200	2.000	1	2	b200b450f
200	Button	JcJs	2cTh		100	1.000	1	1	b300f
201	BigBlind	7cAd	Kd9s	7d5d2hJc	1150	11.500	3	4	b200b450c/b700c/b1750f
202	Button	7c9d	4c8d		100	1.000	1	1	b250f
203	BigBlind	JcAh	6dQh		200	2.000	1	2	b200b450f
204	Button	7c7h	2dTs		100	1.000	1	1	b300f
205	BigBlind	8cQh	7h2s		50	0.500	0	1	f
206	Button	2sKs	TcQs	As8c6dQdJc	1200	12.000	4	7	b300c/kb300c/kb600c/kb1200f
207	BigBlind	JdKd	3c8h		50	0.500	0	1	f
208	Button	7cTh	9sKs	TdTc6c	250	2.500	2	3	b250c/kb400f
209	BigBlind	3c8d	AdJs	Kd9s9h4c	600	6.000	3	4	b200b300c/b300c/b600f
210	Button	2h4s	3d6s		100	1.000	1	1	b250f
211	BigBlind	3d4d	6dKh	AdJd5s	300	3.000	2	3	b200b300c/b450f
212	Button	2sJs	Jd9h	Ks9s7c4d3d	-2600	-26.000	4	7	b250c/kb400c/kb650c/kb1300c
213	BigBlind	3h4s	2d9s		50	0.500	0	1	f
214	Button	3s7s	4cQh	9d9c8h	250	2.500	2	3	b250c/kb250f
215	BigBlind	JcAs	2d5h		50	0.500	0	1	f
216	Button	JcQc	Td8s	Js5c2c	300	3.000	2	3	b300c/kb450f
217	BigBlind	3c9c	TcAc	AhQs2d3sQd	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
218	Button	4cQs	QcTd	AsAd2s4s	650	6.500	3	5	b250c/kb400c/kb1000f
219	BigBlind	Qc5s	5h8h	Qd4s3c	300	3.000	2	3	b200b300c/b450f
220	Button	7c6h	3c7h		100	1.000	1	1	b250f
221	BigBlind	AhAs	4h6s		200	2.000	1	2	b200b450f
222	Button	AhKs	2c5h		100	1.000	1	1	b300f
223	BigBlind	QdAs	KhAh	Qc3s3dTh5c	20000	200.000	3	3	b200b450b1800b3500b20000c///
224	Button	Ah6s	4h5s	AsKh5d6h	750	7.500	3	5	b300c/kb450c/kb1150f
225	BigBlind	5d6d	4cTh	8s3d3c	300	3.000	2	3	b200b300c/b300f
226	Button	Kd8h	4d4h	As6h5hJd	600	6.000	3	5	b300c/kb300c/kb600f
227	BigBlind	2h5s	4dTs	ThTd2s9dKh	-7200	-72.000	5	6	b200b300c/b300c/b600b1800b3000c/b3600c
228	Button	6hKs	8c9d	Qs7c3s	300	3.000	2	3	b300c/kb300f
229	BigBlind	7d9h	Td7h	Js8h4d	300	3.000	2	3	b200b300c/b300f
230	Button	Kc5s	3d6s		100	1.000	1	1	b300f
231	BigBlind	Qh9s	Jc2h	Ks7s6h	300	3.000	2	3	b200b300c/b300f
232	Button	3c5d	JcQh		750	7.500	2	2	b250b750b1250f
233	BigBlind	7c3h	4c3s		200	2.000	1	2	b200b300f
234	Button	5h6h	3cTc	Jh7d5d	250	2.500	2	3	b250c/kb400f
235	BigBlind	TdQh	2cKc	Qd6d3cKdTc	20000	200.000	5	6	b200b300c/b450b1500b3400c/b5550c/b10750c
236	Button	9c9h	Ac3d	Js8d6s	300	3.000	2	3	b300c/kb450f
237	BigBlind	6d9h	4cJc	7d5c4sAc	-6000	-60.000	5	5	b200b300c/b300c/b600b3000b5400b19400f
238	Button	JhKh	7sJs	TsTh2hJcKd	1900	19.000	4	7	b300c/kb450c/kb1150c/kb2850f
239	BigBlind	4dKh	KdJh	Js9c2h3d5d	-20000	-200.000	5	6	b200b300b1800b3300c/b3300c/b6600c/b6800c
240	Button	9c9d	4cAc	5d3h3dAs2c	-4750	-47.500	4	7	b300c/kb450c/kb1150c/kb2850c
241	BigBlind	Td8h	5cKs	5h3d2hKc9h	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
242	Button	8c2s	9d8s	JdTh5cKh	1500	15.000	3	5	b250c/b250b500c/b750b1500f
243	BigBlind	2c6s	8c7s	AsTh7h9s	2400	24.000	4	5	b200b300c/b300c/b600b1800b3000f
244	Button	7dJs	7h4s		100	1.000	1	1	b250f
245	BigBlind	2c4s	6hTh		1800	18.000	2	3	b200b300b1800b3300f
246	Button	7dKd	3h8s		100	1.000	1	1	b300f
247	BigBlind	6dTd	5d5s	Jc8d3hTh	600	6.000	3	4	b200b300c/b300c/b900f
248	Button	6cQc	2dKh		100	1.000	1	1	b300f
249	BigBlind	7dTd	KcJd		1800	18.000	2	3	b200b300b1800b3300f
250	Button	Kd3h	Tc8h	QhTd6hTh8s	-7200	-72.000	6	8	b300c/kb300c/kb600b1800b3000c/kb3600b16400f
251	BigBlind	7d5s	3c2h		50	0.500	0	1	f
252	Button	4dTd	2c4s		100	1.000	1	1	b250f
253	BigBlind	KhJs	8d7h	Ah2s2h	450	4.500	2	3	b200b450c/b450f
254	Button	8c9d	TdJs	Kh5s3h	250	2.500	2	3	b250c/kb250f
255	BigBlind	4dAs	5h7h	KhQh9c3dJh	4800	48.000	5	6	b200b300c/b300c/b600c/b1200b3600b6000f
256	Button	8h3s	Tc2s		100	1.000	1	1	b250f
257	BigBlind	2cQd	5s9s	Jc5h3dKd	600	6.000	3	4	b200b300c/b300c/b600f
258	Button	9sKs	6dJh		100	1.000	1	1	b300f
259	BigBlind	3hJs	8d9s	9c6d4c7s9h	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
260	Button	Jd7h	5cKh	Tc2s2h	1000	10.000	3	4	b250c/kb250b750b1250f
261	BigBlind	3cJd	6dKs	Ts4d4c7d	600	6.000	3	4	b200b300c/b300c/b600f
262	Button	4s6s	TcAs	Qh6h4d	250	2.500	2	3	b250c/kb400f
263	BigBlind	3hTs	Tc2h		200	2.000	1	2	b200b300f
264	Button	2d2h	8hTs	AhAd4h	250	2.500	2	3	b250c/kb250f
265	BigBlind	Qd3s	4hQs		200	2.000	1	2	b200b300f
266	Button	Ac5d	8dQs	8c4d3d4c	2650	26.500	4	6	b300c/kb450b900b2350c/kb4000f
267	BigBlind	5c3s	2d6d		200	2.000	1	2	b200b300f
268	Button	AcKh	6cJh		100	1.000	1	1	b300f
269	BigBlind	3c6h	3d8s		50	0.500	0	1	f
270	Button	4c8h	Kh9s	ThTd2h8c	500	5.000	3	5	b250c/kb250c/kb750f
271	BigBlind	4cAc	9cJc	Kd7h5s	450	4.500	2	3	b200b450c/b450f
272	Button	Qd6s	9cJh	Ad8c7c	2700	27.000	3	4	b300c/b300b600b2400b4200f
273	BigBlind	3hJs	Kh4s	8s6s4dAsQd	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
274	Button	TcJs	Jd8h	Ah9d2h	300	3.000	2	3	b300c/kb300f
275	BigBlind	3dQh	6h7s	9s9h7hQs	600	6.000	3	4	b200b300c/b300c/b900f
276	Button	9dJd	3hTs		100	1.000	1	1	b300f
277	BigBlind	Td8s	4cJd	AcJc6s	300	3.000	2	3	b200b300c/b300f
278	Button	2hAh	2sJs	Kc9d8h	300	3.000	2	3	b300c/kb300f
279	BigBlind	KdAd	6d3s		200	2.000	1	2	b200b450f
280	Button	5c9d	8d2s		100	1.000	1	1	b250f
281	BigBlind	2c9h	6d3s		200	2.000	1	2	b200b300f
282	Button	AcTd	6dAd		900	9.000	2	2	b300b900b1800f
283	BigBlind	9cJs	AcQs	KcTh7d8s	3000	30.000	4	5	b200b300c/b300b1500b2700c/b4500f
284	Button	8d4s	7c3h		100	1.000	1	1	b250f
285	BigBlind	9c4s	Tc3h	KhJs9dAc	600	6.000	3	4	b200b300c/b300c/b600f
286	Button	3d8d	4c3s	Js6h2d6s	2000	20.000	4	6	b250c/kb250c/kb500b1500b2500f
287	BigBlind	Ad6s	Th7s	Qc6h6d	300	3.000	2	3	b200b300c/b450f
288	Button	9d7s	7cTc	Jc4c3h9c4s	-15650	-156.500	5	8	b250b750b1250c/kb1250c/kb3750c/kb9400c
289	BigBlind	6cKh	4c7d		50	0.500	0	1	f
290	Button	2dTd	QhAs	Ac4h3hQc3c	-16100	-161.000	5	8	b250b750b1250c/kb1250c/b4300b8600c/b2500b5000c
291	BigBlind	7cJh	2h4h	JdTc4d	300	3.000	2	3	b200b300c/b450f
292	Button	Jc7h	3sAs		6750	67.500	3	3	b250b750b1250b6750b12250f
293	BigBlind	8dQh	9cAs	AcTc5hTs7h	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
294	Button	3c7d	6cJd	Kh8d5s	250	2.500	2	3	b250c/kb250f
295	BigBlind	JcQc	5d6h	AhKs7h6s	2700	27.000	4	5	b200b450c/b450b1350b2250c/b2700f
296	Button	2d3d	Td8s	KdJd5c6c	500	5.000	3	5	b250c/kb250c/kb500f
297	BigBlind	7cKh	6cTd		200	2.000	1	2	b200b300f
298	Button	Jc9h	4d3s		100	1.000	1	1	b300f
299	BigBlind	Qc3s	7s8s	4h3h3cAc	750	7.500	3	4	b200b300c/b450c/b1150f
300	Button	8d2h	4c6d	Kc7s7c	500	5.000	2	3	b250c/b250b500f
301	BigBlind	8cKd	Tc2s	8d5c2d	300	3.000	2	3	b200b300c/b450f
302	Button	Ad5h	6dAs	Td8c7d9s9d	-2400	-24.000	4	7	b300c/kb300c/kb600c/kb1200c
