hand	heroPosition	heroHole	villainHole	board	winningsChips	winningsBb	decisions	villainObservations	action
1856	Button	6c9h	3d9d	Jc4h3cKs	500	5.000	3	5	b250c/kb250c/kb500f
1857	BigBlind	Qc4d	Jd8h	As8d7s	300	3.000	2	3	b200b300c/b300f
1858	Button	JdTs	8sKs	Th5d4d	300	3.000	2	3	b300c/kb450f
1859	BigBlind	Kc8s	9c6h		200	2.000	1	2	b200b300f
1860	Button	3c7c	Qd8s	Qh7h2s9c5h	-4150	-41.500	4	7	b250c/kb400c/kb1000c/kb2500c
1861	BigBlind	4h2s	9cKc	Qd7s3dJs	600	6.000	3	4	b200b300c/b300c/b600f
1862	Button	Th7s	AcJs	KdJd2h3c6d	5000	50.000	5	8	b250b750b1250c/kb1250c/kb2500c/kb5000f
1863	BigBlind	7cQc	3d2h		50	0.500	0	1	f
1864	Button	7c5d	7hTs	AhKc6d	250	2.500	2	3	b250c/kb250f
1865	BigBlind	5d2s	7h9s	AhQd8s	300	3.000	2	3	b200b300c/b300f
1866	Button	7hKh	KdQh	Ac9s9c5d	750	7.500	3	5	b300c/kb450c/kb750f
1867	BigBlind	9c5d	7c7d	Tc9d8c2hAc	1900	19.000	4	5	b200b300c/b450c/b1150c/b1900f
1868	Button	2hAh	4cTc	Qh6d5c	300	3.000	2	3	b300c/kb300f
1869	BigBlind	9d7h	2hJh	AsQs8s	300	3.000	2	3	b200b300c/b300f
1870	Button	6dAs	5c7h		100	1.000	1	1	b300f
1871	BigBlind	9hKs	4d6s	Qh8h7c8c	600	6.000	3	4	b200b300c/b300c/b600f
1872	Button	2d7h	AhQs	6c4s2s5h	3150	31.500	4	6	b250b750b1250c/kb1900c/kb3150f
1873	BigBlind	7dKd	5cQh		200	2.000	1	2	b200b300f
1874	Button	2hAs	6h4s		100	1.000	1	1	b300f
1875	BigBlind	Tc5d	4h7s		50	0.500	0	1	f
1876	Button	Jd8s	2c3s		100	1.000	1	1	b300f
1877	BigBlind	Qd8s	6cAs	KsQsQc5c	750	7.500	3	4	b200b300c/b450c/b1150f
1878	Button	3c3d	2h7s		100	1.000	1	1	b300f
1879	BigBlind	8cAs	Qh9s	AdKhKc2s	1150	11.500	3	4	b200b450c/b700c/b1750f
1880	Button	2h7h	9c4h	KhQsTd	250	2.500	2	3	b250c/kb250f
1881	BigBlind	6hJs	AhQs	KsKdKc2s2h	0	0.000	5	6	b200b300c/b300b900b1500c/b1800c/b3600c
1882	Button	4d5h	8cKd	QcTs7d3h	1750	17.500	4	6	b250b750b1250c/b250b500c/kb1750f
1883	BigBlind	Jc4d	8c9c	Tc8h3sQs	600	6.000	3	4	b200b300c/b300c/b600f
1884	Button	3dTh	9c4d	Qs9s2dQcJc	-3000	-30.000	4	7	b250c/kb250c/b500b1000c/kb1500c
1885	BigBlind	AcAh	TcTh	Qc7c3c9sJc	7250	72.500	4	5	b200b450c/b700c/b1750c/b4350c
1886	Button	Tc4d	3c7h		100	1.000	1	1	b250f
1887	BigBlind	5d5h	6dQs		200	2.000	1	2	b200b450f
1888	Button	Qc5h	7cQs	AhQhJh	250	2.500	2	3	b250c/kb400f
1889	BigBlind	3d7s	9cJs	Ah5h2cQh	600	6.000	3	4	b200b300c/b300c/b600f
1890	Button	Tc7h	QhAh	Qc7c4dAd4h	-20000	-200.000	4	5	b250b750b1250c/kb1900b8950b18750c//
1891	BigBlind	2h6h	4d2s		50	0.500	0	1	f
1892	Button	6hKh	Jc5h		100	1.000	1	1	b300f
1893	BigBlind	Jc3h	4h6h	Ah3c2h5s6d	-20000	-200.000	5	6	b200b300c/b450c/b1150c/b2850b8900b18100c
1894	Button	8s9s	9c8h	Jh6d4h	300	3.000	2	3	b300c/kb300f
1895	BigBlind	8dAd	9c6h	6d5s4c	450	4.500	2	3	b200b450c/b700f
1896	Button	4c5h	AdKh	QsJsJc6hAc	-20000	-200.000	4	3	b250b750b1250b6750b12250b20000c///
1897	BigBlind	6hQs	9cJd	KhTd4d8d	1800	18.000	4	5	b200b300c/b300b900b1500c/b1800f
1898	Button	8h9s	TcAc	QhQd5h	1250	12.500	3	4	b250b750b1250c/kb1250f
1899	BigBlind	8d7h	Kd4s	As8s7c	300	3.000	2	3	b200b300c/b450f
1900	Button	TdAh	4cAc	Jd7d3d	300	3.000	2	3	b300c/kb450f
1901	BigBlind	2d3s	4dQh	Tc6s5d	300	3.000	2	3	b200b300c/b300f
1902	Button	2cAd	3c8c		100	1.000	1	1	b300f
1903	BigBlind	7d4h	6dKh	QhJh8c	300	3.000	2	3	b200b300c/b300f
1904	Button	8c5h	8h3s		100	1.000	1	1	b250f
1905	BigBlind	Td5h	2d7h		50	0.500	0	1	f
1906	Button	7hKh	2dTd	Qs8h6s	300	3.000	2	3	b300c/kb300f
1907	BigBlind	6cJs	8c3d		50	0.500	0	1	f
1908	Button	8dKd	6c5d	7d4s2s3c2h	7200	72.000	5	8	b300c/kb300c/kb600c/kb1200b6000b10800f
1909	BigBlind	6cKd	6d7s	Qh6h2sQd8h	4750	47.500	4	5	b200b300c/b450c/b1150c/b2850c
1910	Button	Tc3s	5dKh	9s7s4c	250	2.500	2	3	b250c/kb250f
1911	BigBlind	7dAh	Jc4s	KhQdTd	450	4.500	2	3	b200b450c/b450f
1912	Button	2d5s	5cAs	KdJh3d8h	500	5.000	3	5	b250c/kb250c/kb500f
1913	BigBlind	4c2s	7c7h	9d7s2c4s8c	-20000	-200.000	5	5	b200b300c/b450b1500b3400c/b5550b16300c/
1914	Button	7cJd	Kd3h	Ks4c2cTcAc	1000	10.000	4	7	b250c/kb250c/kb500c/kb1500f
1915	BigBlind	4h3s	6c2d		50	0.500	0	1	f
1916	Button	Ac9d	3cQh		100	1.000	1	1	b300f
1917	BigBlind	6cQs	7hJs	Qh6s4c	300	3.000	2	3	b200b300c/b450f
1918	Button	9dJh	4c3d		100	1.000	1	1	b300f
1919	BigBlind	Ac2s	4hJs		200	2.000	1	2	b200b300f
1920	Button	Tc6s	2c4h		100	1.000	1	1	b250f
1921	BigBlind	3c2h	6h9s		200	2.000	1	2	b200b300f
1922	Button	4s6s	3h4h	QsJh8d	250	2.500	2	3	b250c/kb250f
1923	BigBlind	6d8d	7h3s		50	0.500	0	1	f
1924	Button	8c9c	3h9h		100	1.000	1	1	b300f
1925	BigBlind	8dAs	Jd2h	8c7c2s	450	4.500	2	3	b200b450c/b700f
1926	Button	ThAs	QcJd	Jh7c3h8s2d	-5200	-52.000	4	7	b300c/b300b1000c/kb1300c/kb2600c
1927	BigBlind	2dTs	8c9d	Jc9h2hTd4c	3750	37.500	4	5	b200b300c/b300c/b900c/b2250c
1928	Button	AhJs	JcQc	AdKs3cQhTh	0	0.000	5	8	b300b900b1800c/kb2700c/kb6750c/kb8750c
1929	BigBlind	Qd5h	AcTs	KcJs5dThQh	-18600	-186.000	5	6	b200b300c/b450c/b750c/b1500b9300b17100c
1930	Button	4dJh	6d2s		100	1.000	1	1	b250f
1931	BigBlind	6dJd	9h9s	9d9c3sAs3d	-12000	-120.000	5	6	b200b300c/b300c/b600c/b1200b6000b10800c
1932	Button	2dJd	9dTd	Qc8s4cQd	500	5.000	3	5	b250c/kb250c/kb500f
1933	BigBlind	7c4d	6dQs	Qc9s8dJd4s	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
1934	Button	2cQc	7d4s		100	1.000	1	1	b300f
1935	BigBlind	Qc5h	KcAh	Kd3d2hKs5d	-20000	-200.000	5	6	b200b300b1800b3300c/b3300c/b6600c/b6800c
1936	Button	AhTs	2cJc	AsKc9h	300	3.000	2	3	b300c/kb450f
1937	BigBlind	Kd9h	4c6c	Jc9s4hAcQd	1500	15.000	4	5	b200b300c/b450c/b750c/b1500f
1938	Button	Td3h	9c5h	Js8s8d	500	5.000	2	3	b250c/b250b500f
1939	BigBlind	Th4s	TdQs	9h6h3dQh2h	3000	30.000	4	5	b200b300c/b300c/b600c/b1800c
1940	Button	6c2s	AdTs	Td9h5h7sQh	-6000	-60.000	5	8	b250c/kb250b750b1250c/kb1500c/kb3000c
1941	BigBlind	3c2s	ThQs	Ad9s2hAh7s	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
1942	Button	6d8d	5c6s	Jc6h2c3hTs	1650	16.500	4	7	b250c/kb400c/kb1000c/kb2500f
1943	BigBlind	5dKh	7dQs	QdJc7c5c2c	-20000	-200.000	6	6	b200b300c/b300b900b1500c/b1800b5400b9000b18200c/
1944	Button	8hAh	2d6d		100	1.000	1	1	b300f
1945	BigBlind	7h5s	4dJh	Js8s3s	300	3.000	2	3	b200b300c/b300f
1946	Button	9hQh	Jc7d		100	1.000	1	1	b300f
1947	BigBlind	Kd2s	Jc3d	QhQc3s	1200	12.000	3	4	b200b300c/b300b900b1500f
1948	Button	3dQs	5c5h	KhQc3s	1250	12.500	3	4	b250b750b1250c/kb1900f
1949	BigBlind	9hTs	Ac4s	KcTd8s	300	3.000	2	3	b200b300c/b450f
1950	Button	7h2s	8cKh		750	7.500	2	2	b250b750b1250f
1951	BigBlind	Kh5s	4c5h	9h7h3s2c	-6000	-60.000	5	5	b200b300c/b300b1500b2700c/b3000b17000f
1952	Button	AcQd	9c6s		100	1.000	1	1	b300f
1953	BigBlind	4dJd	6dJh		200	2.000	1	2	b200b300f
1954	Button	Ad9s	3sKs	6h5c2c	300	3.000	2	3	b300c/kb300f
1955	BigBlind	3d9h	7c3s		50	0.500	0	1	f
1956	Button	KcJd	Tc4d		100	1.000	1	1	b300f
1957	BigBlind	6cAh	9sTs	KhJs2h	3300	33.000	3	4	b200b300b1800b3300c/b3300f
1958	Button	9dQh	2c4h		100	1.000	1	1	b300f
1959	BigBlind	2h7h	7sJs		1800	18.000	2	3	b200b300b1800b3300f
1960	Button	AhKs	6h9s		100	1.000	1	1	b300f
1961	BigBlind	2d3h	4cAc	Ah7c4s5h	5400	54.000	4	5	b200b300c/b300c/b900b4800b10000f
1962	Button	9cKs	AcTs	9s7h4s	300	3.000	2	3	b300c/kb450f
1963	BigBlind	JhQs	7d9d	Js2h2d	300	3.000	2	3	b200b300c/b450f
1964	Button	4h9s	9dQh	5s5h2h5d	500	5.000	3	5	b250c/kb250c/kb500f
1965	BigBlind	3c3d	8h6s		200	2.000	1	2	b200b300f
1966	Button	8dKs	KcKh	Td5d3s9h3d	-20000	-200.000	4	5	b300b900b1800b8100b15550c/kb4450c//
1967	BigBlind	Kc6h	5h9s		200	2.000	1	2	b200b300f
1968	Button	6s9s	Ac9d	Qh5s4s	250	2.500	2	3	b250c/kb400f
1969	BigBlind	Kd3s	4cAh	Td6c4h7s9h	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
1970	Button	4d5s	9h3s		100	1.000	1	1	b250f
1971	BigBlind	6cAh	KdJh	Qs9d3h5h	6600	66.000	4	5	b200b300b1800b3300c/b3300c/b6600f
1972	Button	2c7d	3c4h	KcQc3s	2250	22.500	3	4	b250c/b250b500b2000b3500f
1973	BigBlind	4c3d	2hTh	9s9h7s	300	3.000	2	3	b200b300c/b300f
1974	Button	6dAh	AcJs	AsAd4d8dQc	-4750	-47.500	4	7	b300c/kb450c/kb1150c/kb2850c
1975	BigBlind	AcTd	8d8s	9c5h4s3h8h	-3600	-36.000	4	5	b200b450c/b450c/b900c/b1800c
1976	Button	3d9s	Ac2h	As6d5c8sTs	1000	10.000	4	7	b250c/kb250c/kb500c/kb1000f
1977	BigBlind	4cQs	4d9s	8c6s6c	300	3.000	2	3	b200b300c/b300f
1978	Button	7cQc	JhQh	KdQsJsTh	4500	45.000	4	6	b300b900b1800c/kb2700c/kb4500f
1979	BigBlind	3cAs	2cJc	9d8d4h	300	3.000	2	3	b200b300c/b300f
1980	Button	KhKs	3cTh		100	1.000	1	1	b300f
1981	BigBlind	5h7h	6d7s	9c7c5s4dTh	4750	47.500	4	5	b200b300c/b450c/b1150c/b2850c
1982	Button	5h3s	Th9s	7h4d4cJs	1500	15.000	4	6	b250c/kb250b750b1250c/kb1500f
1983	BigBlind	6d8d	6c6h	AcJs9sAdTh	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
1984	Button	5d9s	Qc9d	QhTd6h2s6d	-2000	-20.000	4	7	b250c/kb250c/kb500c/kb1000c
1985	BigBlind	Tc4h	9d9h	9s6c3h8c	-6000	-60.000	5	5	b200b300c/b300b1500b2700c/b3000b17000f
1986	Button	7c2s	9d6h	5d4d2cAc9c	2250	22.500	4	7	b250c/b250b500c/b750b1500c/kb2250f
1987	BigBlind	4h9s	2cQh	QsJd6c	300	3.000	2	3	b200b300c/b300f
1988	Button	QcTs	7hKs	9s4c2c	300	3.000	2	3	b300c/kb300f
1989	BigBlind	5c8h	JcTs	7d6s5h	300	3.000	2	3	b200b300c/b450f
1990	Button	KdTs	6c8d	9c5c2c2d	900	9.000	3	5	b300c/b300b600c/kb900f
1991	BigBlind	7sJs	Kd3s	Jh6h5c	300	3.000	2	3	b200b300c/b450f
1992	Button	7s9s	6d7d	Ac4c3c	4500	45.000	3	4	b250b750b1250c/b3250b6500f
1993	BigBlind	9dTd	KhAh	Qc9c7h6cJd	20000	200.000	3	3	b200b300b1800b3300b20000c///
1994	Button	5cJc	7hQh	Kc9c5s	250	2.500	2	3	b250c/kb400f
1995	BigBlind	Ac5h	Jc2h		200	2.000	1	2	b200b300f
1996	Button	7cQd	3d7s		100	1.000	1	1	b300f
1997	BigBlind	2cTh	8c4h		200	2.000	1	2	b200b300f
1998	Button	3h8h	Qh8s	9h7d4d	250	2.500	2	3	b250c/kb250f
1999	BigBlind	QcJd	3h3s	AcTc5dAd	600	6.000	3	4	b200b300c/b300c/b600f
2000	Button	5dKd	2dQd	Kh8d3dJhAs	1900	19.000	4	7	b300c/kb450c/kb1150c/kb2850f
2001	BigBlind	7d7h	Tc6h	Qh8h6d	450	4.500	2	3	b200b450c/b700f
2002	Button	4h2s	TcKs	Jd5d3c9d	500	5.000	3	5	b250c/kb250c/kb500f
2003	BigBlind	Jd9s	Tc6h	AhJs7s	300	3.000	2	3	b200b300c/b450f
2004	Button	5cTd	Ad3s	Tc9s6d	250	2.500	2	3	b250c/kb400f
2005	BigBlind	4d7d	8cAd	KhTc5s9c	600	6.000	3	4	b200b300c/b300c/b600f
2006	Button	5dKh	KdQh	AsAd6c9h	1800	18.000	3	5	b300c/kb450c/b1050b2950f
2007	BigBlind	6h8s	ThAh	Ad7d6c2d	600	6.000	3	4	b200b300c/b300c/b600f
2008	Button	Qd7s	7dAh		900	9.000	2	2	b300b900b1800f
2009	BigBlind	Kc8s	3dKd	Th4h4d	300	3.000	2	3	b200b300c/b300f
2010	Button	9cTc	6s7s	Ah8h5d7c4c	-12600	-126.000	5	7	b300b900b1800c/kb1800c/b4500b9000c/b7400f
2011	BigBlind	KdAd	Qd9h	Jh8c3s3c	1150	11.500	3	4	b200b450c/b700c/b1750f
2012	Button	9hKs	4dQs		100	1.000	1	1	b300f
2013	BigBlind	Td5h	Kh9s	Jd9h8d2h5s	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
2014	Button	QcKc	Ac7d	Jd9h7c	1800	18.000	3	4	b300b900b1800c/kb2700f
2015	BigBlind	KhKs	5cJd		200	2.000	1	2	b200b450f
2016	Button	7c2h	Ad5h	9h8d5cKd	500	5.000	3	5	b250c/kb250c/kb500f
2017	BigBlind	QdAs	5d3s	Ac4c3h	2000	20.000	3	4	b200b450c/b700b1550b3900f
2018	Button	KcJs	6d8d	Qd7h3h5h	3600	36.000	4	6	b300b900b1800c/b100b200c/b1600b3200f
2019	BigBlind	8dQs	Td7s	Kd6h3h	300	3.000	2	3	b200b300c/b300f
2020	Button	8cTd	TcKs	Ah8s2dJh7s	1650	16.500	4	7	b250c/kb400c/kb1000c/kb2500f
2021	BigBlind	3c9d	5c7c	Js6d2c3s8c	1500	15.000	4	5	b200b300c/b300c/b900c/b1500f
2022	Button	2h3h	QcQs	6h4c2s6s6c	-20000	-200.000	4	4	b250b750b1250c/b3250b7550b18750c//
2023	BigBlind	JdTh	4c6h	KcQs9d	300	3.000	2	3	b200b300c/b450f
2024	Button	4hTh	6sKs		750	7.500	2	2	b250b750b1250f
2025	BigBlind	Ac9h	2h3s		50	0.500	0	1	f
2026	Button	KcKd	4c2s		100	1.000	1	1	b300f
2027	BigBlind	6c2d	7hAh	8s4c2c	300	3.000	2	3	b200b300c/b450f
2028	Button	5h7s	9cAd	8c6s6d7h9d	1250	12.500	4	7	b250c/kb250c/kb750c/kb1900f
2029	BigBlind	2s8s	4d5h	4c3s2hQdJd	-20000	-200.000	4	4	b200b300c/b450b2400b5000b19700c//
2030	Button	5cJd	8c9h	KdQdJc	250	2.500	2	3	b250c/kb400f
2031	BigBlind	JcKc	7c9s	KhQc7s	450	4.500	2	3	b200b450c/b700f
2032	Button	2h2s	7dKd	Ts7s6dJd	2400	24.000	4	6	b300c/kb300c/kb600b1800b3000f
2033	BigBlind	7dKh	Kc8d	Jd8h4dKd3c	-3750	-37.500	4	5	b200b300c/b300c/b900c/b2250c
2034	Button	6cKc	8cJh	AdQs5h	300	3.000	2	3	b300c/kb300f
2035	BigBlind	5cTc	9cKd	Ks8h3sAh3c	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
2036	Button	6cQc	3sKs	Js7h4c	300	3.000	2	3	b300c/kb300f
2037	BigBlind	8sJs	4c3h	Ac9h6s	300	3.000	2	3	b200b300c/b300f
2038	Button	3c6d	7c7h	QdJh5hKc	2500	25.000	4	6	b250b750b1250c/kb1250c/kb2500f
2039	BigBlind	KdKs	4d7d	Th5c3hAd5s	2900	29.000	4	5	b200b450c/b700c/b1750c/b4350f
2040	Button	4c9s	KcAd	Ah9h6sAs7c	-20000	-200.000	4	3	b250b750b1250b6750b12250b20000c///
2041	BigBlind	2cKs	8d2s		50	0.500	0	1	f
2042	Button	7hKh	3c4s		100	1.000	1	1	b300f
2043	BigBlind	5dKh	4h4s	9d8c2cTd	600	6.000	3	4	b200b300c/b300c/b600f
2044	Button	7c8d	9d7s		750	7.500	2	2	b250b750b1250f
2045	BigBlind	Ad2h	KcKd	KsQhJs2sTh	20000	200.000	3	3	b200b300b1800b3300b20000c///
2046	Button	8cQc	Jd7s		100	1.000	1	1	b300f
2047	BigBlind	2c2d	7d2s		50	0.500	0	1	f
2048	Button	4s9s	4cJd	Ac4h3d	250	2.500	2	3	b250c/kb400f
2049	BigBlind	QcTh	Kc7s	AhQs6d	300	3.000	2	3	b200b300c/b450f
2050	Button	Kd4s	4dTh		100	1.000	1	1	b300f
2051	BigBlind	8hAh	TcJc	Ac8d2h3d	1150	11.500	3	4	b200b450c/b700c/b1750f
2052	Button	5c9s	2cTd		100	1.000	1	1	b250f
2053	BigBlind	Kh7s	6d7h	JdTs2d	300	3.000	2	3	b200b300c/b300f
2054	Button	3c8c	4d2s		100	1.000	1	1	b250f
2055	BigBlind	8c8d	9h4s		200	2.000	1	2	b200b450f
2056	Button	2h9h	3h6s		100	1.000	1	1	b250f
2057	BigBlind	4s5s	4d8d		200	2.000	1	2	b200b300f
2058	Button	8c2h	6c6d	Ad7h4hJh	2500	25.000	4	6	b250b750b1250c/kb1250c/kb2500f
2059	BigBlind	8d7h	Jh4s		200	2.000	1	2	b200b300f
2060	Button	7h2s	4c8d		100	1.000	1	1	b250f
2061	BigBlind	3c9h	4d8h		200	2.000	1	2	b200b300f
2062	Button	7c6d	4hAh	Kh9s7s	2250	22.500	3	4	b250b750b1250c/b1000b3650f
2063	BigBlind	3cQc	8dQs	7h5s4c3s	600	6.000	3	4	b200b300c/b300c/b900f
2064	Button	Jd3s	Kc8s	Ad5h2c	1250	12.500	3	4	b250b750b1250c/kb1250f
2065	BigBlind	5hTs	9h9s	Jh7c5c6c	750	7.500	3	4	b200b300c/b450c/b750f
2066	Button	6c3d	9hTs	Ad7d5d	250	2.500	2	3	b250c/kb250f
2067	BigBlind	Jd7s	7dKh	Ah8h3c	300	3.000	2	3	b200b300c/b300f
2068	Button	AcAd	Ah2s	As4h3c2d	750	7.500	3	5	b300c/kb450c/kb1150f
2069	BigBlind	6h6s	2dTd		200	2.000	1	2	b200b450f
2070	Button	7dTh	2dQh	7h4h3s	250	2.500	2	3	b250c/kb400f
2071	BigBlind	3c6h	TcTs	Qs8d2dAc6s	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
2072	Button	8cTc	4h9s		100	1.000	1	1	b300f
2073	BigBlind	5cAh	4dAs	9h9d3dTd	3000	30.000	4	5	b200b300c/b300b1500b2700c/b3000f
2074	Button	Ad8s	AhAs	5s4d3d9h7d	-20000	-200.000	4	4	b300b900b1800b8100b15550c/b4450c//
2075	BigBlind	JcAd	8cQh		200	2.000	1	2	b200b450f
2076	Button	Ah7s	AcQs	Kh8d4h5h	750	7.500	3	5	b300c/kb450c/kb1150f
2077	BigBlind	2d6s	7hKs	7d5c4d6c	600	6.000	3	4	b200b300c/b300c/b600f
2078	Button	8cKc	Qc5d		100	1.000	1	1	b300f
2079	BigBlind	QcTh	Ad6h	Td8c5dQh	750	7.500	3	4	b200b300c/b450c/b1150f
2080	Button	7d5h	ThJh	7h6s2c	1500	15.000	3	4	b250b750b1250c/b250b2300f
2081	BigBlind	7c5s	KcKh		-3300	-33.000	3	3	b200b300b1800b3300b20000f
2082	Button	6d8s	9hQh	9c3h3d6cAs	-3150	-31.500	4	7	b250c/kb250c/kb750c/kb1900c
2083	BigBlind	AhQs	3h2s		50	0.500	0	1	f
2084	Button	3hQh	6h7h	JsJh7d	5400	54.000	3	4	b300b900b1800c/b3600b7200f
2085	BigBlind	5cAc	JdAs	Ah8d5s6dJh	-7250	-72.500	4	5	b200b450c/b700c/b1750c/b4350c
2086	Button	Kd8s	Ac4s	Tc7d3d	300	3.000	2	3	b300c/kb300f
2087	BigBlind	2h9s	8h2s		50	0.500	0	1	f
2088	Button	8hKs	2d3d		100	1.000	1	1	b300f
2089	BigBlind	Td2h	ThJs	KhTs9h6d7h	1900	19.000	4	5	b200b300c/b450c/b1150c/b1900f
2090	Button	2sQs	3dJs	Kd6c2d	250	2.500	2	3	b250c/kb400f
2091	BigBlind	9cQs	5c4h	AdJs9sQh	750	7.500	3	4	b200b300c/b450c/b1150f
2092	Button	8c2h	7d7s	KcQh5dQs2d	-8750	-87.500	5	8	b250b750b1250c/b250b500c/kb1750c/kb5250c
2093	BigBlind	Kh7s	8cAc	KdJhTd9c3c	1900	19.000	4	5	b200b300c/b450c/b1150c/b2850f
2094	Button	TsAs	JcKc	Ac4s3s	1800	18.000	3	4	b300b900b1800c/kb2700f
2095	BigBlind	QcKh	4s6s	8d3c2sTd	900	9.000	3	4	b200b450c/b450c/b900f
2096	Button	2cTh	Jh3s	KsJd7s8dQs	1000	10.000	4	7	b250c/kb250c/kb500c/kb1000f
2097	BigBlind	Kd8h	8dQs	Kh5d5c	300	3.000	2	3	b200b300c/b450f
2098	Button	6cKh	7c7h	Qc5h5c3h6d	1200	12.000	4	7	b300c/kb300c/kb600c/kb1800f
2099	BigBlind	3d7s	4dJh	JsJc6dKc5c	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
2100	Button	9cAc	5cQh		100	1.000	1	1	b300f
2101	BigBlind	Jc4h	4d3s		200	2.000	1	2	b200b300f
2102	Button	3dKd	TdJs		900	9.000	2	2	b300b900b1800f
2103	BigBlind	Kd4s	2d6d		200	2.000	1	2	b200b300f
2104	Button	JcKc	QdQh	Ts6s4s2s	3600	36.000	4	6	b300b900b1800c/kb1800c/kb3600f
2105	BigBlind	Th8s	6c4h		200	2.000	1	2	b200b300f
2106	Button	2cKc	8c7h	Ac5d2d	300	3.000	2	3	b300c/kb450f
2107	BigBlind	9dAd	6hKh	KcJd2h7d	900	9.000	3	4	b200b450c/b450c/b900f
2108	Button	3c9c	8dTs	Kh6d5s	250	2.500	2	3	b250c/kb250f
2109	BigBlind	5sTs	Tc3h	KhJc6c	300	3.000	2	3	b200b300c/b300f
2110	Button	5c8s	2c9c	AhTh8d	250	2.500	2	3	b250c/kb400f
2111	BigBlind	8d6s	QdJs	TsTc8c7s	750	7.500	3	4	b200b300c/b450c/b1150f
2112	Button	7d4s	4dAs	Jd9d6c	250	2.500	2	3	b250c/kb250f
2113	BigBlind	2c9d	2hAs	AhJsJcTh	600	6.000	3	4	b200b300c/b300c/b600f
2114	Button	TcKh	4hQh	8h7d6s	600	6.000	2	3	b300c/b300b600f
2115	BigBlind	9cAc	3c3s	7h4h4d6s8h	2900	29.000	4	5	b200b450c/b700c/b1750c/b2900f
2116	Button	9dQd	5dJd	Kd4d2c6cQc	1500	15.000	4	7	b300c/kb450c/kb750c/kb2250f
2117	BigBlind	Tc2d	4c2h		50	0.500	0	1	f
2118	Button	Td2h	7hTs	KdQs4s4c	500	5.000	3	5	b250c/kb250c/kb500f
2119	BigBlind	Qd4s	Kh5s	AsQc4h	300	3.000	2	3	b200b300c/b450f
2120	Button	Kc7h	9dQh	AhQcTs9h2d	-3000	-30.000	4	7	b300c/kb450c/kb750c/kb1500c
2121	BigBlind	Td5h	7d2s		50	0.500	0	1	f
2122	Button	6dAs	AdQh	KhTc3d3sQd	-3000	-30.000	4	7	b300c/kb300c/kb900c/kb1500c
2123	BigBlind	6hTs	3sAs	KcQc3c5c	600	6.000	3	4	b200b300c/b300c/b600f
2124	Button	3s7s	JdJs	AhKs8d	1250	12.500	3	4	b250b750b1250c/kb1250f
2125	BigBlind	3dKh	7d8h	Ad6d5hQhKd	6000	60.000	5	6	b200b300c/b300b1500b2700c/b3000c/b9000f
2126	Button	4c5s	3c8c	Kh2s2h	250	2.500	2	3	b250c/kb250f
2127	BigBlind	Kc3h	JhTs	QsJs3c8c8d	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
2128	Button	Ac6s	TcQs	Ts5c3cKc2s	-3000	-30.000	4	7	b300c/kb300c/kb900c/kb1500c
2129	BigBlind	7cJs	7h7s	KsQh2d8d6s	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
2130	Button	JhKs	5c4d	AdQs8h	300	3.000	2	3	b300c/kb450f
2131	BigBlind	Tc9s	6c2d		50	0.500	0	1	f
2132	Button	2h5h	7h3s		100	1.000	1	1	b250f
2133	BigBlind	JcQs	4c5h	9s7c2d9h	600	6.000	3	4	b200b300c/b300c/b600f
2134	Button	6cTs	2d7s		100	1.000	1	1	b250f
2135	BigBlind	Td6s	5c6h	Ad9s9d3s	600	6.000	3	4	b200b300c/b300c/b600f
2136	Button	6dQs	8c5s	Qd8s2d6c	650	6.500	3	5	b250c/kb400c/kb1000f
2137	BigBlind	6cQc	Kd2s		200	2.000	1	2	b200b300f
2138	Button	9c2d	2c2s	Ah6s5h	250	2.500	2	3	b250c/kb250f
2139	BigBlind	5c9h	Td2s	7s7d5d	300	3.000	2	3	b200b300c/b450f
2140	Button	7h3s	4sJs	Ts9d2c	250	2.500	2	3	b250c/kb250f
2141	BigBlind	ThKs	3c2d		50	0.500	0	1	f
2142	Button	JdKh	7h2s		100	1.000	1	1	b300f
2143	BigBlind	JcJs	7d8s	TdTc3s	450	4.500	2	3	b200b450c/b700f
2144	Button	9dJs	Td9s		900	9.000	2	2	b300b900b1800f
2145	BigBlind	9cKs	3dJh	9s6c2s	300	3.000	2	3	b200b300c/b450f
2146	Button	6d3s	9c7s		750	7.500	2	2	b250b750b1250f
2147	BigBlind	TdKh	8hJs		200	2.000	1	2	b200b450f
2148	Button	3c5h	Ad4h	Qh9s4cKs2c	-2000	-20.000	4	7	b250c/kb250c/kb500c/kb1000c
2149	BigBlind	3c9h	8d3h		50	0.500	0	1	f
2150	Button	4c3s	Jd4h	Ks3d2c	500	5.000	2	3	b250c/b250b800f
2151	BigBlind	8c8h	9h7s		200	2.000	1	2	b200b450f
