hand	decisionIndex	street	heroPosition	potBeforeBb	toCallBb	stackBb	candidates	chosenAction	apiAction
90	3	Flop	Button	36.000	0.000	182.000	Check,Raise:18.00,Raise:27.00	Raise:27.00	b2700
90	4	Turn	Button	153.000	63.000	155.000	Fold,Call,Raise:63.00,Raise:92.00	Raise:92.00	b15500
91	1	Preflop	BigBlind	3.000	1.000	199.000	Fold,Call,Raise:1.00,Raise:2.50	Call	c
91	2	Flop	BigBlind	4.000	0.000	198.000	Check,Raise:2.00,Raise:3.00	Check	k
91	3	Flop	BigBlind	6.000	2.000	198.000	Fold,Call,Raise:2.00,Raise:4.50	Fold	f
92	1	Preflop	Button	1.500	0.500	199.500	Fold,Call,Raise:1.50,Raise:2.00	Raise:1.50	b250
92	2	Flop	Button	5.000	0.000	197.500	Check,Raise:2.50,Raise:4.00	Raise:2.50	b250
93	1	Preflop	BigBlind	3.000	1.000	199.000	Fold,Call,Raise:1.00,Raise:2.50	Call	c
93	2	Flop	BigBlind	4.000	0.000	198.000	Check,Raise:2.00,Raise:3.00	Raise:2.00	b200
94	1	Preflop	Button	1.500	0.500	199.500	Fold,Call,Raise:1.50,Raise:2.00	Raise:1.50	b250
94	2	Flop	Button	5.000	0.000	197.500	Check,Raise:2.50,Raise:4.00	Raise:2.50	b250
94	3	Turn	Button	10.000	0.000	195.000	Check,Raise:5.00,Raise:7.50	Raise:5.00	b500
94	4	River	Button	20.000	0.000	190.000	Check,Raise:10.00,Raise:15.00	Check	k
95	1	Preflop	BigBlind	3.000	1.000	199.000	Fold,Call,Raise:1.00,Raise:2.50	Call	c
95	2	Flop	BigBlind	4.000	0.000	198.000	Check,Raise:2.00,Raise:3.00	Check	k
95	3	Turn	BigBlind	4.000	0.000	198.000	Check,Raise:2.00,Raise:3.00	Check	k
95	4	Turn	BigBlind	6.000	2.000	198.000	Fold,Call,Raise:2.00,Raise:4.50	Fold	f
96	1	Preflop	Button	1.500	0.500	199.500	Fold,Call,Raise:1.50,Raise:2.00	Raise:2.00	b300
97	1	Preflop	BigBlind	3.000	1.000	199.000	Fold,Call,Raise:1.00,Raise:2.50	Call	c
97	2	Flop	BigBlind	4.000	0.000	198.000	Check,Raise:2.00,Raise:3.00	Check	k
