hand	heroPosition	heroHole	villainHole	board	winningsChips	winningsBb	decisions	villainObservations	action
1	BigBlind	8c8h	3cKc	8s7h7d	450	4.500	2	3	b200b450c/b700f
2	Button	2dQs	Jh7s	Js9c2c5hQd	1650	16.500	4	7	b250c/kb400c/kb1000c/kb2500f
3	BigBlind	4cKh	4dAh	AcTs8h9dQc	-600	-6.000	4	5	b200b300c/b300c/kk/kk
4	Button	JdAd	3c3s	Qd7h6s	300	3.000	2	3	b300c/kb450f
5	BigBlind	7dJs	9cQs	Jc4s2c6c	5300	53.000	4	5	b200b300c/b450b2400b5000c/b7950f
6	Button	5h9h	3dJs	Ad9d6d	500	5.000	2	3	b250c/b250b500f
7	BigBlind	2cTs	Qd2h		200	2.000	1	2	b200b300f
8	Button	Ad2h	Tc9s		900	9.000	2	2	b300b900b1800f
9	BigBlind	Kc6s	JdQd	QsJs5c2hAh	-20000	-200.000	5	6	b200b300b1800b3300c/b3300b7500b11700c/b5000c/
10	Button	ThTs	4cAc	Kh9d5d	300	3.000	2	3	b300c/kb450f
11	BigBlind	3sJs	2cTh	KdTs3d	300	3.000	2	3	b200b300c/b300f
12	Button	Kc8d	6cAh	Qd8h6d	1200	12.000	3	4	b300c/kb450b900b2350f
13	BigBlind	3dTd	6sQs	Qh6c2c9c	1800	18.000	4	5	b200b300c/b300b900b1500c/b1800f
14	Button	Qd7h	4h8s		100	1.000	1	1	b300f
15	BigBlind	7cQc	7h3s		50	0.500	0	1	f
16	Button	AdAs	9c6h		100	1.000	1	1	b300f
17	BigBlind	7c9d	Qd2h	Th4s4c	300	3.000	2	3	b200b300c/b300f
18	Button	Jd3h	4d5d		750	7.500	2	2	b250b750b1250f
19	BigBlind	5c5d	8cTc	Kh4h3h	450	4.500	2	3	b200b450c/b450f
20	Button	TdJs	4c3h		100	1.000	1	1	b300f
21	BigBlind	4h8h	QcAh	Js9d7s2h	600	6.000	3	4	b200b300c/b300c/b600f
22	Button	Qh7s	3c8c		100	1.000	1	1	b300f
23	BigBlind	5d8d	TcQd	KdJs9d7c	-6000	-60.000	5	5	b200b300c/b300b1500b2700c/b3000b17000f
24	Button	8cAc	9cJs	KsJh9sKd	750	7.500	3	5	b300c/kb450c/kb1150f
25	BigBlind	4dKd	9dTs	6s3s3d2cAc	3600	36.000	5	6	b200b300c/b300c/b600b1800b3000c/b3600f
26	Button	3s8s	Qd2s	9s4d2d6h	750	7.500	3	5	b250c/b250b500c/kb750f
27	BigBlind	6hJh	4sJs	Jc7s7hJd6s	0	0.000	4	5	b200b300c/b450c/b1150c/b2850c
28	Button	Jc5h	9d8s	Ad7h5d2d	1500	15.000	3	5	b250c/kb400c/b850b1700f
29	BigBlind	3cQh	8s9s	As9h6dQd	3000	30.000	4	5	b200b300c/b300b1500b2700c/b3000f
30	Button	AcJd	6c3h		100	1.000	1	1	b300f
31	BigBlind	9cKh	3d4s	5d4c2sQh3s	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
32	Button	Qc7d	6h9h	Js3s3h	300	3.000	2	3	b300c/kb450f
33	BigBlind	AcAs	8cAh	Td7c4h	450	4.500	2	3	b200b450c/b700f
34	Button	JdJh	Ac8d	Ts5s4d	300	3.000	2	3	b300c/kb450f
35	BigBlind	Kh3s	7dJd		1800	18.000	2	3	b200b300b1800b3300f
36	Button	2cQs	9dKs	Qc4h2s9sJc	1650	16.500	4	7	b250c/kb400c/kb1000c/kb2500f
37	BigBlind	QhJs	3c8h		50	0.500	0	1	f
38	Button	5d5h	6c6h	Qs9h4sQhAd	1900	19.000	4	7	b300c/kb450c/kb1150c/kb2850f
39	BigBlind	9d2h	9cTc	Kd7s5c	3300	33.000	3	4	b200b300b1800b3300c/b3300f
40	Button	4c5h	5cTc	AsKc6h	250	2.500	2	3	b250c/kb250f
41	BigBlind	QcKh	2s6s		200	2.000	1	2	b200b450f
42	Button	4c4s	9d5s		100	1.000	1	1	b300f
43	BigBlind	2h5h	ThQs	AhKcJd5d5s	10800	108.000	5	6	b200b300c/b300c/b600c/b1800b9600b18800f
44	Button	Kc3h	6d3s		100	1.000	1	1	b300f
45	BigBlind	Qc3s	4cQh	9s8h3c	300	3.000	2	3	b200b300c/b450f
46	Button	Kc6d	Ad4s	QcJs3h	300	3.000	2	3	b300c/kb450f
47	BigBlind	3dKd	KhKs	Qc8d6d5d6c	20000	200.000	3	3	b200b300b1800b3300b20000c///
48	Button	Qc9s	4d7d		900	9.000	2	2	b300b900b1800f
49	BigBlind	4h7s	Jc3s	9s8s5h	300	3.000	2	3	b200b300c/b300f
50	Button	Qc4d	6h7s	QsJd2d	250	2.500	2	3	b250c/kb400f
51	BigBlind	7s8s	2d6h		50	0.500	0	1	f
52	Button	4h9h	3cQc	Tc9c8h8dKs	6650	66.500	4	7	b250c/kb400c/b850b1700c/b2150b4300c
53	BigBlind	Td8h	QcJs	9s5h2dKs	3000	30.000	4	5	b200b300c/b300b1500b2700c/b3000f
54	Button	7c3s	4c4h	JhTc8h6s	2500	25.000	4	6	b250b750b1250c/kb1250c/kb2500f
55	BigBlind	5c8h	4c4d	AsQdTc8s	600	6.000	3	4	b200b300c/b300c/b600f
56	Button	5c7h	Jh5s	9c7s2d	250	2.500	2	3	b250c/kb400f
57	BigBlind	TcAh	8dTs	Jh5d3c	450	4.500	2	3	b200b450c/b700f
58	Button	TdTh	Qh2s		100	1.000	1	1	b300f
59	BigBlind	Td8h	7c9s	5h5c4cKd	1800	18.000	4	5	b200b300c/b300b900b1500c/b1800f
60	Button	2h6h	9cJd	Qs8c4h3h4s	1000	10.000	4	7	b250c/kb250c/kb500c/kb1000f
61	BigBlind	2c9h	Kh7s	Js8c7dAs2d	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
62	Button	2cQc	3cTc	KhKd5c	300	3.000	2	3	b300c/kb450f
63	BigBlind	5c4h	3d6h	5s5d3s	300	3.000	2	3	b200b300c/b450f
64	Button	2hAs	Kc5d	Jh8d5h7h	900	9.000	3	5	b300c/b300b600c/kb900f
65	BigBlind	6h8h	Qh8s	6c5c2s	300	3.000	2	3	b200b300c/b450f
66	Button	3hTh	9hJs	Td7d5d6h	750	7.500	3	5	b250c/b250b500c/kb750f
67	BigBlind	ThQs	5c6c	Kd9h2hAh	600	6.000	3	4	b200b300c/b300c/b600f
68	Button	4c6s	Kc5d	9c8c4s	250	2.500	2	3	b250c/kb400f
69	BigBlind	4dQs	5h4s	KsJd2d4h6s	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
70	Button	TdQs	5cJs		100	1.000	1	1	b300f
71	BigBlind	8s9s	Jc4d		200	2.000	1	2	b200b300f
72	Button	5c6s	4cAs	Td3c2hQhQs	1000	10.000	4	7	b250c/kb250c/kb500c/kb1000f
73	BigBlind	Ad8h	9c4s	8d3c2s	450	4.500	2	3	b200b450c/b700f
74	Button	2c7s	4d9h	QsJs5c	250	2.500	2	3	b250c/kb250f
75	BigBlind	5cAd	JcTs	Th4h2c8h6d	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
76	Button	Ad8h	3dQd	Kc9c2d	300	3.000	2	3	b300c/kb450f
77	BigBlind	6cKd	QhTs	9c8c2h6h5s	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
78	Button	4cQd	7h9h		750	7.500	2	2	b250b750b1250f
79	BigBlind	3c3h	AcTd	Ks7s7d8h	600	6.000	3	4	b200b300c/b300c/b600f
80	Button	3c2h	Ad4s	Th9c7h	250	2.500	2	3	b250c/kb250f
81	BigBlind	5d9d	2cAd	Kd8c2h8s	3000	30.000	4	5	b200b300c/b300b1500b2700c/b3000f
82	Button	6c9c	5d2s		100	1.000	1	1	b250f
83	BigBlind	QcKd	2c8s		50	0.500	0	1	f
84	Button	4cKs	KcTh		900	9.000	2	2	b300b900b1800f
85	BigBlind	Ac5d	ThAh	KsQd4c5s2c	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
86	Button	3h9h	Th2s		100	1.000	1	1	b250f
87	BigBlind	7d9d	3h9s		50	0.500	0	1	f
88	Button	Qc4d	5d2s		100	1.000	1	1	b250f
89	BigBlind	4d7h	Tc9h	AdTd8dKc3c	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
90	Button	ThQs	6c5h	AcTc7c	300	3.000	2	3	b300c/kb450f
91	BigBlind	5c7s	QcJd	5s4h3c	300	3.000	2	3	b200b300c/b450f
92	Button	4d5s	8c4s		100	1.000	1	1	b250f
93	BigBlind	Tc4d	JdAd	6h3s3c	1200	12.000	3	4	b200b300c/b300b900b1500f
94	Button	5cQd	2c7d		100	1.000	1	1	b250f
95	BigBlind	8d4h	Ac3d	6s4c3c7s	750	7.500	3	4	b200b300c/b450c/b1150f
96	Button	Qc5h	5dTh	Td7d5sTc2h	-6750	-67.500	5	7	b250c/b250b500c/b750b1500c/b2250b4500b17750f
97	BigBlind	4sKs	KcAd	Jd8s3sAhJh	-20000	-200.000	5	5	b200b300b1800b3300c/b4950c/b8250b11750c/
98	Button	3c8h	7c6s	Ac7s2s4hTc	1000	10.000	4	7	b250c/kb250c/kb500c/kb1000f
99	BigBlind	2h8s	QdKd	AdJdThQcQs	13200	132.000	5	6	b200b300b1800b3300c/b3300c/b6600c/b6800f
100	Button	Qc8d	AcKd	AsQd9hAh3d	-20000	-200.000	4	5	b300b900b1800b8100b15550c/kb4450c//
101	BigBlind	8cAc	6cAd	Jd4d2s7d8h	5400	54.000	5	6	b200b450c/b450b1350b2250c/b2700c/b5400f
102	Button	7d9d	QcAh	7s6h5c	1250	12.500	3	4	b250b750b1250c/kb1900f
103	BigBlind	2c9h	8d7h	AsQh6h2s	600	6.000	3	4	b200b300c/b300c/b600f
104	Button	4h3s	5dQd	Qs6s6c5s	2500	25.000	4	6	b250b750b1250c/kb1250c/kb2500f
105	BigBlind	JcKh	3dTh	As6d3c	450	4.500	2	3	b200b450c/b450f
106	Button	AcQd	5c7h		100	1.000	1	1	b300f
107	BigBlind	Th5s	Tc5d	4s3s2s	300	3.000	2	3	b200b300c/b300f
108	Button	Tc2d	5dKd		750	7.500	2	2	b250b750b1250f
109	BigBlind	5c4s	7c7s	Ah8s3d7h	-6000	-60.000	5	5	b200b300c/b300c/b600b3000b5400b19400f
110	Button	7c6d	AdJs		750	7.500	2	2	b250b750b1250f
111	BigBlind	3h9h	Tc6h		200	2.000	1	2	b200b300f
112	Button	6h2s	3h5h	AsJd4c2d4d	-4500	-45.000	4	7	b250c/kb250c/b500b1000c/b1500b3000c
113	BigBlind	9cTs	8dQd		1800	18.000	2	3	b200b300b1800b3300f
114	Button	Qc3s	6cAd	Jc8c6s7s	650	6.500	3	5	b250c/kb400c/kb1000f
115	BigBlind	Th5s	4cJh		200	2.000	1	2	b200b300f
116	Button	6c3s	9d7s	Jc9h2s	-1750	-17.500	4	4	b250b750b1250c/b250b500b5500f
117	BigBlind	6hKh	Kd8h	Qs4d4cJd	3000	30.000	4	5	b200b300c/b300b1500b2700c/b3000f
118	Button	7hQh	4dAh	KsTs9c	300	3.000	2	3	b300c/kb450f
119	BigBlind	4h9h	8cJh	9c7d4c	1200	12.000	3	4	b200b300c/b450b900b2350f
120	Button	QhJs	5c7h		100	1.000	1	1	b300f
121	BigBlind	Jh3s	AcKh	Kc4s4c7c	-13200	-132.000	5	5	b200b300b1800b3300c/b3300c/b6600b13400f
122	Button	6sAs	QdAd	Th5c4dQc6h	-20000	-200.000	5	8	b300b900b1800c/kb2700c/kb6750c/kb8750c
123	BigBlind	5c2h	QdKs	AhKd2dAd9s	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
124	Button	7dKs	8d6s	8c6c5dJs5c	10800	108.000	5	8	b300c/b300b600c/kb900c/kb1800b9000b16200f
125	BigBlind	8dKs	JhTs	KhJd5s	300	3.000	2	3	b200b300c/b450f
126	Button	JdAd	QhAs	Ks8c7c	300	3.000	2	3	b300c/kb450f
127	BigBlind	3cTs	2c2d	Jd7s3hKcAs	1500	15.000	4	5	b200b300c/b450c/b750c/b1500f
128	Button	6cKs	Jc3h		100	1.000	1	1	b300f
129	BigBlind	2h3s	3cJd		200	2.000	1	2	b200b300f
130	Button	4d5s	9c2d		100	1.000	1	1	b250f
131	BigBlind	6c4s	9cKh	AhAd2h7c	3000	30.000	4	5	b200b300c/b300b1500b2700c/b3000f
132	Button	Ac8s	4c6h		100	1.000	1	1	b300f
133	BigBlind	5hQs	3c2s		50	0.500	0	1	f
134	Button	6c4h	5h8s	JsTc5d7s	1500	15.000	3	5	b250c/kb250c/b1000b2000f
135	BigBlind	5hTs	KhQs	JsJd9h4cQc	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
136	Button	7c6d	9c9h	KcTc6h5s	1750	17.500	4	6	b250b750b1250c/b250b500c/kb1750f
137	BigBlind	Tc2s	5c9h	Jd4h3s	300	3.000	2	3	b200b300c/b300f
138	Button	9sQs	9hAh	Qh6d3s	1800	18.000	3	4	b300b900b1800c/kb2700f
139	BigBlind	Ac4d	QcAs	Th7s3dQd3c	-7200	-72.000	5	6	b200b300c/b300c/b600c/b1200b3600b6000c
140	Button	8cJc	5cJs		100	1.000	1	1	b300f
141	BigBlind	8hQh	4c4s	KcJcTd	300	3.000	2	3	b200b300c/b300f
142	Button	Tc9h	8dKh	Js6d4c	300	3.000	2	3	b300c/kb450f
143	BigBlind	8d4s	ThAh	KsJd2s2hJh	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
144	Button	3hQh	4c5s	AdAc2d4h3c	-7950	-79.500	4	7	b300c/kb450c/b1050b2100c/b2550b5100c
145	BigBlind	AcKd	TcQc	Th8c5h8s3s	-3600	-36.000	4	5	b200b450c/b450c/b900c/b1800c
146	Button	QdJh	9cKh	As5s2c	300	3.000	2	3	b300c/kb450f
147	BigBlind	8c5s	AhKs	Qc8h3h	3300	33.000	3	4	b200b300b1800b3300c/b4950f
148	Button	3dKh	8h5s		100	1.000	1	1	b300f
149	BigBlind	7hAh	Jc3d	8c6d3h	450	4.500	2	3	b200b450c/b450f
150	Button	Tc6d	2sAs	KhQsTdKc	650	6.500	3	5	b250c/kb400c/kb1000f
151	BigBlind	JcKh	Td9s	9c5c3hAc6c	1800	18.000	4	5	b200b450c/b450c/b900c/b2700f
152	Button	5dKd	2dKh		100	1.000	1	1	b300f
153	BigBlind	5cKc	6s9s	4h3h2c	300	3.000	2	3	b200b300c/b450f
154	Button	3cAd	6h8h		900	9.000	2	2	b300b900b1800f
155	BigBlind	Td3s	Ad9h	Jh7d4s	300	3.000	2	3	b200b300c/b300f
156	Button	2h6h	TcAs	Kc8h6d	250	2.500	2	3	b250c/kb400f
157	BigBlind	9dTd	8dQd		1800	18.000	2	3	b200b300b1800b3300f
158	Button	Jc5d	7d2h		100	1.000	1	1	b250f
159	BigBlind	3h2s	2c4c	KdTh6cAh	600	6.000	3	4	b200b300c/b300c/b600f
160	Button	Kc5s	8c2s		100	1.000	1	1	b300f
161	BigBlind	TdAh	3d8d		200	2.000	1	2	b200b450f
162	Button	Ad9h	2cQh		100	1.000	1	1	b300f
163	BigBlind	2h7s	7d4s		50	0.500	0	1	f
164	Button	Qd9s	8hKs	Ac9h4s	300	3.000	2	3	b300c/kb450f
165	BigBlind	Jd3h	9c8s	Kd7h4s5d4h	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
166	Button	7h5s	6cJh	Ts9h5c	250	2.500	2	3	b250c/kb400f
167	BigBlind	7cAh	6dKd	Jd6s4dTc6h	-18000	-180.000	5	6	b200b450c/b450c/b900c/b1800b9000b16200c
168	Button	7d6s	6c5d	QcTc9h	250	2.500	2	3	b250c/kb400f
169	BigBlind	7d3s	6dAs	9d8h5h5d7h	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
170	Button	2cJd	9d6s	AsQs2s	250	2.500	2	3	b250c/kb400f
171	BigBlind	9c3s	8cJd	QsTc4d5s	600	6.000	3	4	b200b300c/b300c/b600f
172	Button	2dAd	7d6s	6c4c3cTh5s	-4750	-47.500	4	7	b300c/kb450c/kb1150c/kb2850c
173	BigBlind	QhTs	Jh8s		200	2.000	1	2	b200b300f
174	Button	Ad6s	9dAh	Th3h3dKc	3700	37.000	4	6	b300c/kb450b1500b3400c/kb5550f
175	BigBlind	QcQs	3d5d	JhJdJc	450	4.500	2	3	b200b450c/b700f
176	Button	AdAh	Kh6s	Jc9s6c5s	750	7.500	3	5	b300c/kb450c/kb1150f
177	BigBlind	5d9s	Qc8h		200	2.000	1	2	b200b300f
178	Button	9c4h	7d9d	Ah6d5hKd9s	5000	50.000	5	8	b250b750b1250c/kb1250c/kb2500c/kb7500f
179	BigBlind	4h8h	KcKh		-3300	-33.000	3	3	b200b300b1800b3300b20000f
180	Button	7c6h	KdAd	Kc4c2h3hAs	-20000	-200.000	4	3	b250b750b1250b6750b12250b20000c///
181	BigBlind	8c4s	3c6s	AcTs3d	300	3.000	2	3	b200b300c/b300f
182	Button	9c2d	Qh9s	8c7s6c	1000	10.000	3	4	b250c/kb250b750b1250f
183	BigBlind	6h9s	5c3s	Kh9c3hTh	750	7.500	3	4	b200b300c/b450c/b750f
184	Button	4hKh	3c9c		100	1.000	1	1	b300f
185	BigBlind	8c4h	Th6s	Js7h2s	300	3.000	2	3	b200b300c/b300f
186	Button	7cTh	3dJd	Kc8c2h	250	2.500	2	3	b250c/kb400f
187	BigBlind	2d7h	Ad8s	AcTh6c9sKh	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
188	Button	Qd7h	8cAh	QcJc6s	300	3.000	2	3	b300c/kb450f
189	BigBlind	4d3s	9c5h		200	2.000	1	2	b200b300f
190	Button	9hTs	8cQc	KdJd8s4d	750	7.500	3	5	b300c/kb450c/kb1150f
191	BigBlind	Ad3s	5d5s	JsJd6cKh6d	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
192	Button	8d3s	4cAd	Jc9c7d	250	2.500	2	3	b250c/kb250f
193	BigBlind	5h8h	JdAh	KhQh6cKc6s	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
194	Button	QdKs	4h4s	Qc7d3c9c	750	7.500	3	5	b300c/kb450c/kb1150f
195	BigBlind	2hJs	7h5s	7c6c3c5d	1800	18.000	4	5	b200b300c/b300b900b1500c/b1800f
196	Button	KdAh	7hJh	KcQd5h8c	750	7.500	3	5	b300c/kb450c/kb1150f
197	BigBlind	6c6h	3cJs		200	2.000	1	2	b200b450f
198	Button	4d6s	8hAs	8d7c6c	1250	12.500	3	4	b250b750b1250c/kb1900f
199	BigBlind	Qh7s	Jc3d	6d4c2h	300	3.000	2	3	b200b300c/b300f
200	Button	2dJh	Qc8s	Qs7h7c4c8c	-4150	-41.500	4	7	b250c/kb400c/kb1000c/kb2500c
201	BigBlind	9dTd	2hKs	Ts8c6c	300	3.000	2	3	b200b300c/b450f
202	Button	3c8s	7dAs	Ah6s5sJhJd	1000	10.000	4	7	b250c/kb250c/kb500c/kb1000f
203	BigBlind	Kd4s	8d6h		200	2.000	1	2	b200b300f
204	Button	3h2s	6c6s	7s4d3d2d7c	5850	58.500	5	8	b250b750b1250c/kb1900c/b1350b2700c/kb5850f
205	BigBlind	9d3h	5sQs	Ts8s6cAc	4800	48.000	4	5	b200b300c/b300b2400b4500c/b4800f
206	Button	4c9d	JhAh	AdJs5dTsTh	-10450	-104.500	5	7	b250b750b1250c/kb1900c/b3650b7300c/b9550f
207	BigBlind	4sJs	5c5s	JhJd9c7sAs	1900	19.000	4	5	b200b300c/b450c/b1150c/b2850f
208	Button	4c7d	2hKh	Ks3d2s7c6c	-3150	-31.500	4	7	b250c/kb250c/kb750c/kb1900c
209	BigBlind	5h4s	9c3s		50	0.500	0	1	f
210	Button	KdAd	8sTs	Qh9h5hQd	2000	20.000	4	6	b300b900b1800c/b100b200c/kb2000f
211	BigBlind	3hTh	5c6h	AhKh8c	300	3.000	2	3	b200b300c/b300f
212	Button	Jc9h	Jd5h		100	1.000	1	1	b300f
213	BigBlind	Jc8d	2dAd	Kd9h8h	300	3.000	2	3	b200b300c/b450f
214	Button	7cAd	Qd3h		100	1.000	1	1	b300f
215	BigBlind	6d7h	JdQh	8s5c4s	300	3.000	2	3	b200b300c/b450f
216	Button	3c2d	2sJs	Ac7c4s	250	2.500	2	3	b250c/kb250f
217	BigBlind	3c7s	Kc9d	As9c2s	1200	12.000	3	4	b200b300c/b300b900b1500f
218	Button	AdTh	2h7h		100	1.000	1	1	b300f
219	BigBlind	6c9d	3dKs	8d4c2s3sKh	7200	72.000	5	6	b200b300c/b300c/b600c/b1200b6000b10800f
220	Button	6hQs	5c2s		100	1.000	1	1	b300f
221	BigBlind	7dTs	4c4s	Qs7c5hQcKs	1900	19.000	4	5	b200b300c/b450c/b1150c/b1900f
222	Button	8hAh	2d6s		100	1.000	1	1	b300f
223	BigBlind	5hJh	2d9d		200	2.000	1	2	b200b300f
224	Button	5d7d	Jc7h	Kc9s6s	250	2.500	2	3	b250c/kb250f
225	BigBlind	4c9s	Kh2s	7s6d5h	300	3.000	2	3	b200b300c/b300f
226	Button	JsQs	4hTh	6c5c3sJd	750	7.500	3	5	b300c/kb450c/kb1150f
227	BigBlind	KdAd	4c7d		50	0.500	0	1	f
228	Button	JdAs	3hJs		100	1.000	1	1	b300f
229	BigBlind	AcJh	6dQs		200	2.000	1	2	b200b450f
230	Button	5d5h	4cQd		100	1.000	1	1	b300f
231	BigBlind	4c3s	8hQs	7h6s5d	300	3.000	2	3	b200b300c/b450f
232	Button	5cAh	6c6s	5d2s2dTs3h	-4750	-47.500	4	7	b300c/kb450c/kb1150c/kb2850c
233	BigBlind	9h3s	5h7h	9c6h2sQs	750	7.500	3	4	b200b300c/b450c/b1150f
234	Button	9c4s	3c2d		100	1.000	1	1	b250f
235	BigBlind	6dAh	4sJs	Th8s3dJd7c	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
236	Button	5hJs	5dJd	KhTc4c	250	2.500	2	3	b250c/kb400f
237	BigBlind	7hTh	6sAs	Ts9h2sQd2h	20000	200.000	4	4	b200b300b1800b3300c/b4950b16700c//
238	Button	5cJs	6dTs	QdQcJh	250	2.500	2	3	b250c/kb400f
239	BigBlind	QcQd	7hAs	9c6c3c	450	4.500	2	3	b200b450c/b700f
240	Button	8h3s	7c4d		100	1.000	1	1	b250f
241	BigBlind	4cKh	Ad5s	Jc3c2sQd3d	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
242	Button	3sQs	2c5d		100	1.000	1	1	b300f
243	BigBlind	3cJs	8cKh	As9c8s	300	3.000	2	3	b200b300c/b300f
244	Button	8hJs	8cAc	7h5d3d	1800	18.000	3	4	b300b900b1800c/kb2700f
245	BigBlind	Jc6h	3h5h	3s3c2h5c4h	-20000	-200.000	6	6	b200b300c/b300c/b600b1800b3000c/b5400b16400c
246	Button	Kc7d	7cKh	Qd8d4d	300	3.000	2	3	b300c/kb450f
247	BigBlind	2s7s	QdJh	9h5h2h	1200	12.000	3	4	b200b300c/b300b900b1500f
248	Button	JhJs	Qc3h		100	1.000	1	1	b300f
249	BigBlind	Ac8h	8c4s		200	2.000	1	2	b200b450f
250	Button	3hQh	AcKd	Kc8s7cQs7h	-20000	-200.000	4	5	b300b900b1800b8100b15550c/kb4450c//
251	BigBlind	8cJc	2h3s		50	0.500	0	1	f
252	Button	5c9s	8d2h		100	1.000	1	1	b250f
253	BigBlind	2dJd	Jc7h		200	2.000	1	2	b200b300f
254	Button	9dAd	3c8h		100	1.000	1	1	b300f
255	BigBlind	2h3s	Ac4d	Td5c4s2cJd	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
256	Button	Kh3s	4cKc	Qc8d5sTs	1700	17.000	4	6	b250b750b1500c/b100b200c/kb1700f
257	BigBlind	QcTs	7h8h	AsJs3d	300	3.000	2	3	b200b300c/b300f
258	Button	3c4s	4cJc	AhQc8c4h6h	1250	12.500	4	7	b250c/kb250c/kb750c/kb1900f
259	BigBlind	TcKc	9sAs	AcQc2cJc	1150	11.500	3	4	b200b450c/b700c/b1750f
260	Button	9d9s	6c3h		100	1.000	1	1	b300f
261	BigBlind	3c6h	8hJh		1800	18.000	2	3	b200b300b1800b3300f
262	Button	Td5s	JhKs		750	7.500	2	2	b250b750b1250f
263	BigBlind	QhTs	Jc9s	9d8h3s5d5s	6000	60.000	5	6	b200b300c/b300c/b600b3000b5400c/b6000f
264	Button	Jc8h	QdQs	JsTh7d6hAd	-20000	-200.000	4	5	b300b900b1800c/b3600b9000c/b9200c/
265	BigBlind	2c7h	6c6h	Ts5s5c4d6s	-12000	-120.000	5	6	b200b300c/b300c/b600c/b1200b6000b10800c
266	Button	6c9h	7sJs		750	7.500	2	2	b250b750b1250f
267	BigBlind	5cJh	8c4s		200	2.000	1	2	b200b300f
268	Button	TdAs	Jh9s	Ad9d3c2c	1300	13.000	3	5	b300c/b300b1000c/kb1950f
269	BigBlind	Qh6s	Td4s	Ac8h3c	300	3.000	2	3	b200b300c/b300f
270	Button	5hJs	AhAs	KhQc7c9h	-14750	-147.500	5	6	b250b750b1250b6750b12250c/b1250b2500c/b5250f
271	BigBlind	7c3s	KcJs	AsKh2h	3300	33.000	3	4	b200b300b1800b3300c/b3300f
272	Button	TcJc	8cKd	Ad8h5dTh	750	7.500	3	5	b300c/kb450c/kb1150f
273	BigBlind	4dTh	6h3s	9h4c3h5d	1650	16.500	4	5	b200b300c/b450b900b1350c/b1650f
274	Button	5c5h	Kh8s	Ac6d4c	300	3.000	2	3	b300c/kb450f
275	BigBlind	4c8s	Qc2h	Qh8d7s	300	3.000	2	3	b200b300c/b450f
276	Button	4c9h	JdTh	9d8c6s5hKd	1650	16.500	4	7	b250c/kb400c/kb1000c/kb2500f
277	BigBlind	3dQs	Tc7d	Qh8h6h	300	3.000	2	3	b200b300c/b450f
278	Button	3c4c	TsQs	TdTc2d3sJh	-20000	-200.000	6	8	b250b750b1250c/kb1250c/kb3750c/kb9400b13750c
279	BigBlind	9h7s	5c6d	Qs4d3dJh8c	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
280	Button	5c3s	JcKs		750	7.500	2	2	b250b750b1250f
281	BigBlind	7c9s	8c8h	KsJh6d7s2s	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
282	Button	6s9s	6dKs	9c4s2c	250	2.500	2	3	b250c/kb400f
283	BigBlind	7c7h	8h7s	Kc6c5dKs4h	-20000	-200.000	5	5	b200b450c/b700c/b1750c/b4350b17100c
284	Button	2c2s	9d6h	Ts8s8h	250	2.500	2	3	b250c/kb400f
285	BigBlind	4c8h	ThQs	Kd3h2hJhAh	-3000	-30.000	4	5	b200b300c/b300c/b600c/b1800c
286	Button	6d9s	Td9h	Kh7c6s2c	650	6.500	3	5	b250c/kb400c/kb1000f
287	BigBlind	2d7d	4dKs	AhAdTc3d8h	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
288	Button	Kh2s	6hTh	QcJh7d	250	2.500	2	3	b250c/kb400f
289	BigBlind	Ac3s	5h8s	Th8d5cKs	3600	36.000	4	5	b200b300c/b300c/b600b3000b5400f
290	Button	Kc2s	4s7s		900	9.000	2	2	b300b900b1800f
291	BigBlind	6cAh	3c2h		50	0.500	0	1	f
292	Button	QsKs	Ah7s		900	9.000	2	2	b300b900b1800f
293	BigBlind	7sTs	3c6d	Jc6s6c7h2s	-7200	-72.000	5	6	b200b300c/b300c/b600c/b1200b3600b6000c
294	Button	2c3c	KdQs	AsTd5s	10200	102.000	4	5	b250b750b1250c/kb1250b8950b16650f
295	BigBlind	9c8h	6c2h		50	0.500	0	1	f
296	Button	7dJh	6cQs	5h5d2c	250	2.500	2	3	b250c/kb400f
297	BigBlind	8sTs	8d2s		50	0.500	0	1	f
