hand	heroPosition	heroHole	villainHole	board	winningsChips	winningsBb	decisions	villainObservations	action
2561	BigBlind	Ah9s	4dQd	AsKc7dTd6c	20000	200.000	4	5	b200b450b1800b3500c/b5250c/b11250c/
2562	Button	3d2s	QcKc	5s4d3s	1250	12.500	3	4	b250b750b1250c/kb1900f
2563	BigBlind	5d6s	KcJh	Ts6h2h	3300	33.000	3	4	b200b300b1800b3300c/b4950f
2564	Button	3cJh	Ac8h	Ah5d4h6h2h	20000	200.000	5	6	b250b750b1250c/kb1900c/kb4750b16850c/
2565	BigBlind	2dQs	4hTh	AdQh7c	300	3.000	2	3	b200b300c/b450f
2566	Button	3cQh	6dQs	Jd5s4s	250	2.500	2	3	b250c/kb400f
2567	BigBlind	TcAs	2hQs		200	2.000	1	2	b200b450f
2568	Button	2dAs	Ah4s	Tc7s4dTs	750	7.500	3	5	b300c/kb450c/kb1150f
2569	BigBlind	4cJh	2dAh	Tc8d2hAdJc	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
2570	Button	QcKc	4c5d	7d5h2cQh	750	7.500	3	5	b300c/kb450c/kb1150f
2571	BigBlind	Kd7h	2h5s		50	0.500	0	1	f
2572	Button	4c5s	9c2h		100	1.000	1	1	b250f
2573	BigBlind	6h2s	8dQs		200	2.000	1	2	b200b300f
2574	Button	3d7h	9dKh	9c5d3sTc8c	-4150	-41.500	4	7	b250c/kb400c/kb1000c/kb2500c
2575	BigBlind	7cAh	8d2s		50	0.500	0	1	f
2576	Button	4s7s	9hKs	Ts8s2cAs	4500	45.000	4	6	b250c/b250b500c/kb1150b3750b8550f
2577	BigBlind	Ac4h	6d2s		50	0.500	0	1	f
2578	Button	9cTh	Jh2s		100	1.000	1	1	b300f
2579	BigBlind	5hAs	2c3d		50	0.500	0	1	f
2580	Button	5cJd	2c3d		100	1.000	1	1	b250f
2581	BigBlind	3hTh	7dJd	AcTd2s	3300	33.000	3	4	b200b300b1800b3300c/b4950f
2582	Button	5dQh	4s8s		100	1.000	1	1	b300f
2583	BigBlind	3d5h	Ac8d	7c5d3cAd8c	1900	19.000	4	5	b200b300c/b450c/b1150c/b2850f
2584	Button	5c3d	KhAh	Js6s4dKs5h	-20000	-200.000	4	3	b250b750b1250b6750b12250b20000c///
2585	BigBlind	2c3c	Kd5h	QhJh2h	300	3.000	2	3	b200b300c/b300f
2586	Button	7dAd	Jc6s		100	1.000	1	1	b300f
2587	BigBlind	5c6c	Ad9s	6h6d4cQh	750	7.500	3	4	b200b300c/b450c/b1150f
2588	Button	AdAs	5hTs		100	1.000	1	1	b300f
2589	BigBlind	2h8h	7c8d	AdTc2d2c	600	6.000	3	4	b200b300c/b300c/b900f
2590	Button	2c7d	Kc6h	Td6c4d3c4s	-2000	-20.000	4	7	b250c/kb250c/kb500c/kb1000c
2591	BigBlind	ThQh	8d9d	Tc7d5c2s2c	1900	19.000	4	5	b200b300c/b450c/b1150c/b2850f
2592	Button	7d9h	JdJs	As6h4cAh6c	7900	79.000	5	8	b250b750b1250c/kb1900c/kb4750c/kb11850f
2593	BigBlind	7dKs	Jc4d		200	2.000	1	2	b200b300f
2594	Button	5dAs	3s6s	AcJd2d	300	3.000	2	3	b300c/kb450f
2595	BigBlind	4d6s	TdQd	7d6h4s	300	3.000	2	3	b200b300c/b450f
2596	Button	QhQs	Jd6h		100	1.000	1	1	b300f
2597	BigBlind	5hJs	2c3d		50	0.500	0	1	f
2598	Button	TdTs	9c2h		100	1.000	1	1	b300f
2599	BigBlind	2c9c	Qd5h	QcTh9s6d	600	6.000	3	4	b200b300c/b300c/b600f
2600	Button	7cKd	7dKs	AhQd6c	300	3.000	2	3	b300c/kb450f
2601	BigBlind	6cTc	7dQs	Js7h3h2d7c	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
2602	Button	3cAd	6d9d	Ah7h3s	300	3.000	2	3	b300c/kb450f
2603	BigBlind	Qc8d	7dJs		200	2.000	1	2	b200b300f
2604	Button	Ac7d	6c3s		100	1.000	1	1	b300f
2605	BigBlind	5cTs	4d5h	9h7h2hJd	600	6.000	3	4	b200b300c/b300c/b600f
2606	Button	9dTs	4c3d		100	1.000	1	1	b300f
2607	BigBlind	Jc9d	8cTh	Ac9s2d2s	750	7.500	3	4	b200b300c/b450c/b750f
2608	Button	6dTh	QcKc	AcQd4c2s8d	7900	79.000	5	8	b250b750b1250c/kb1900c/kb4750c/kb11850f
2609	BigBlind	3c9h	9c6d	Ts8d4d3h	600	6.000	3	4	b200b300c/b300c/b600f
2610	Button	5h6h	2cTd		100	1.000	1	1	b250f
2611	BigBlind	Kc3d	8c9h	Ac7d5d4h	600	6.000	3	4	b200b300c/b300c/b600f
2612	Button	6c2h	8h2s		100	1.000	1	1	b250f
2613	BigBlind	AhAs	Jd7h		200	2.000	1	2	b200b450f
2614	Button	Qc8s	7d5s		100	1.000	1	1	b300f
2615	BigBlind	Jd6s	9c2h		50	0.500	0	1	f
2616	Button	4d8d	2s3s	AdAcJs	250	2.500	2	3	b250c/kb400f
2617	BigBlind	Qh3s	Ad3h	Ts9h8s	300	3.000	2	3	b200b300c/b300f
2618	Button	7d7s	3dKh		100	1.000	1	1	b300f
2619	BigBlind	8hJs	3hKs	KdQh5hTs6h	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
2620	Button	8hAs	5dKd		900	9.000	2	2	b300b900b1800f
2621	BigBlind	6h2s	Tc7h		200	2.000	1	2	b200b300f
2622	Button	5dQs	6cJd	Qh5h3s	250	2.500	2	3	b250c/kb400f
2623	BigBlind	JcAh	4c3d		200	2.000	1	2	b200b450f
2624	Button	5c2s	Tc5h	Qc7h5s9d	650	6.500	3	5	b250c/kb400c/kb1000f
2625	BigBlind	Jd3h	Qc7s	Th5h4d	300	3.000	2	3	b200b300c/b300f
2626	Button	9dTd	Qd9h	6c5s5d	300	3.000	2	3	b300c/kb450f
2627	BigBlind	KdKh	9c7s		200	2.000	1	2	b200b450f
2628	Button	Kh3s	3cQd		100	1.000	1	1	b300f
2629	BigBlind	8hKs	4c7c	Th9s2c	300	3.000	2	3	b200b300c/b300f
2630	Button	5cKh	4hKs		100	1.000	1	1	b300f
2631	BigBlind	5c6d	TcKd	Ks8c6s	2000	20.000	3	4	b200b300c/b450b1700b2950f
2632	Button	Kc4d	7dJd	KsJs5c5h4h	7750	77.500	5	8	b300c/kb450c/kb1150b2850b7000c/kb11650f
2633	BigBlind	TcJd	3cKs	Jc8h6s	300	3.000	2	3	b200b300c/b450f
2634	Button	8dAs	4cQd		100	1.000	1	1	b300f
2635	BigBlind	9dTh	8cTc	QdJs3hQc9c	7200	72.000	5	6	b200b300c/b300c/b600c/b1200b6000b10800f
2636	Button	4c2d	2h9s		100	1.000	1	1	b250f
2637	BigBlind	Kd6h	9c3s		50	0.500	0	1	f
2638	Button	5d4h	5h4s	AsTs4c	1050	10.500	3	4	b250c/kb400b800b2100f
2639	BigBlind	6hKh	Qc9d	Td7s4s	300	3.000	2	3	b200b300c/b300f
2640	Button	8cKd	7hAs	Qc7s3d	8100	81.000	4	5	b300b900b1800c/b100b200b6300b12400f
2641	BigBlind	4sKs	Jh6s	KdTs3d	300	3.000	2	3	b200b300c/b450f
2642	Button	9c7d	7c6h	Ad6s2d5h	650	6.500	3	5	b250c/kb400c/kb650f
2643	BigBlind	2cJd	8d4s	Qd9h3s	300	3.000	2	3	b200b300c/b300f
2644	Button	2cTs	5c2s		100	1.000	1	1	b250f
2645	BigBlind	Tc4d	6d9d	9s2s2d9c	3600	36.000	4	5	b200b300c/b300c/b600b3000b5400f
2646	Button	4cJc	6d6h	Qd9h8dJd6s	-20000	-200.000	5	8	b250b750b1250c/kb1900c/b3650b7300c/kb9550c
2647	BigBlind	8d3h	4sQs		1800	18.000	2	3	b200b300b1800b3300f
2648	Button	8dJs	Qd7s		100	1.000	1	1	b300f
2649	BigBlind	Ac3s	6d6h	KhQsTs9s	600	6.000	3	4	b200b300c/b300c/b600f
2650	Button	TdKh	2hTh	Ah9c5s	300	3.000	2	3	b300c/kb450f
2651	BigBlind	JcQc	5c3s		200	2.000	1	2	b200b450f
2652	Button	2c3h	3cTh		100	1.000	1	1	b250f
2653	BigBlind	Ad7h	TdQh	6d5c2s	450	4.500	2	3	b200b450c/b700f
2654	Button	AdJh	Th2s		100	1.000	1	1	b300f
2655	BigBlind	7d8h	JdQh	7h6s6d	1200	12.000	3	4	b200b300c/b450b900b2350f
2656	Button	KdJs	9hTs	Jd3s3h	1800	18.000	3	4	b300b900b1800c/kb2700f
2657	BigBlind	5dTh	JcKh	7h6d4d	3300	33.000	3	4	b200b300b1800b3300c/b3300f
2658	Button	6d8s	3h9s		100	1.000	1	1	b250f
2659	BigBlind	6hTs	5c2d		50	0.500	0	1	f
2660	Button	4cKd	JhKs	Tc8d2c	300	3.000	2	3	b300c/kb450f
2661	BigBlind	9c8s	2s9s	As8d5s2c7d	1500	15.000	4	5	b200b300c/b450c/b750c/b1500f
2662	Button	Ah5s	2h6s		100	1.000	1	1	b300f
2663	BigBlind	3c4h	Jd9s	Ts8c5c4sTd	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
2664	Button	2c5h	5d8d	9s4s2s	250	2.500	2	3	b250c/kb400f
2665	BigBlind	Td9h	JsAs	7d6h2sKdJh	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
2666	Button	2d6h	8cKd		750	7.500	2	2	b250b750b1250f
2667	BigBlind	ThQh	JdTs	9s4c3d2s	600	6.000	3	4	b200b300c/b300c/b600f
2668	Button	8d8s	Tc6d		100	1.000	1	1	b300f
2669	BigBlind	6c5s	JdTh	Ks6s3c	300	3.000	2	3	b200b300c/b450f
2670	Button	3h5s	7cKs	Kh8s6h4s5h	-2500	-25.000	4	7	b250c/kb250c/kb500c/kb1500c
2671	BigBlind	5dTd	3d4h	KcTc5c	300	3.000	2	3	b200b300c/b450f
2672	Button	5c4h	7d9s	5s3h2d	1500	15.000	3	4	b250b750b1250c/b250b2300f
2673	BigBlind	2d5d	TdJh	Jc9d6c6d9s	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
2674	Button	9d6h	5dJh	As9s3c	250	2.500	2	3	b250c/kb400f
2675	BigBlind	4hQs	JdAh	Ad8d6h2c9s	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
2676	Button	5d9s	3c2d		100	1.000	1	1	b250f
2677	BigBlind	6c3s	TcJd	Kh6h5c	300	3.000	2	3	b200b300c/b450f
2678	Button	2sJs	TsQs	Ks6h5c9h3h	13500	135.000	5	8	b250b750b1250c/kb1900c/kb4750c/b5600b11200f
2679	BigBlind	9c4d	Ad8s	KdJd6s3c	600	6.000	3	4	b200b300c/b300c/b600f
2680	Button	6dQd	6c5h	KsJh3s	300	3.000	2	3	b300c/kb450f
2681	BigBlind	5d3s	6dQs		200	2.000	1	2	b200b300f
2682	Button	5c8d	6dKh	Qh7d4d	250	2.500	2	3	b250c/kb400f
2683	BigBlind	4dQs	4h5s	5d5c3dTh	-6000	-60.000	5	5	b200b300c/b300c/b600b3000b5400b19400f
2684	Button	2hKh	2c5c	KdQc5sJs	750	7.500	3	5	b300c/kb450c/kb1150f
2685	BigBlind	7c2d	4cQh	Td9s6h	300	3.000	2	3	b200b300c/b300f
2686	Button	6c5d	3dTs		100	1.000	1	1	b250f
2687	BigBlind	2dAs	6c7d	4h3s3h9c	750	7.500	3	4	b200b300c/b450c/b750f
2688	Button	7c8s	8c9d	KdKcTc	500	5.000	2	3	b250c/b250b500f
2689	BigBlind	8cAd	4sKs	Qc9c2h	450	4.500	2	3	b200b450c/b450f
2690	Button	9d7s	JdKd	8h6h5s	1250	12.500	3	4	b250b750b1250c/kb1900f
2691	BigBlind	6sKs	6cJh	AdQsTd	300	3.000	2	3	b200b300c/b300f
2692	Button	Qc2d	5c6s	Td7c6c6dQd	-3650	-36.500	4	7	b250c/kb400c/b850b1700c/b650b1300c
2693	BigBlind	Tc6d	9cAs	9h9d7d2h	-3600	-36.000	5	5	b200b300c/b300b900b1500c/b1800b18200f
2694	Button	Ac5h	Ah2s	6h5s2d	300	3.000	2	3	b300c/kb450f
2695	BigBlind	4cJd	4d6d	9h5d4hAh	750	7.500	3	4	b200b300c/b450c/b750f
2696	Button	4cTs	8d8s	7s6c3cJd3h	-3000	-30.000	4	7	b250c/b250b500c/kb750c/kb1500c
2697	BigBlind	KdAs	5d9s		200	2.000	1	2	b200b450f
2698	Button	3h2s	7c8c	7d4h2hKc5s	4250	42.500	5	8	b250b750b1250c/b250b500c/b1250b2500c/kb4250f
2699	BigBlind	KdAd	9cJc	7c5d2d	2400	24.000	3	4	b200b450c/b700b1950b4600f
2700	Button	4c3s	6cKh	Ad8c5d	250	2.500	2	3	b250c/kb250f
2701	BigBlind	Jh7s	2c9d		50	0.500	0	1	f
2702	Button	KcAh	2cJd		100	1.000	1	1	b300f
2703	BigBlind	2c2h	3dKd	Th9d9c	300	3.000	2	3	b200b300c/b300f
2704	Button	5c9d	JcKs	Qs6d4s3sTh	-20000	-200.000	5	7	b250b750b1250c/b250b500c/kb1750b11750b18250c/
2705	BigBlind	2dJs	5cQh	QdJdTs	1200	12.000	3	4	b200b300c/b300b900b1500f
2706	Button	2s6s	2c8c	KdQc6h	250	2.500	2	3	b250c/kb400f
2707	BigBlind	4dQd	7d7s	Qs9c2d8h	750	7.500	3	4	b200b300c/b450c/b1150f
2708	Button	3h2s	QcAh	Ts6d3s4s	3150	31.500	4	6	b250b750b1250c/kb1900c/kb4750f
2709	BigBlind	Tc3s	9dTh	Ks9h5h6dAc	-12000	-120.000	5	6	b200b300c/b300c/b600c/b1200b6000b10800c
2710	Button	4cTh	8dJs	QdTs4dQc	650	6.500	3	5	b250c/kb400c/kb1000f
2711	BigBlind	QdJs	KcJh		1800	18.000	2	3	b200b300b1800b3300f
2712	Button	2dTh	Jh6s	7d5d3h5c8c	1500	15.000	4	7	b250c/kb250c/b500b1000c/kb1500f
2713	BigBlind	ThAh	5hAs	Ac8d5d7d	5400	54.000	4	5	b200b450c/b700c/b1750b4250b10500f
2714	Button	9sJs	KcTd	KsQcTs7s	4500	45.000	4	6	b300b900b1800c/kb2700c/kb6750f
2715	BigBlind	Jd4s	4dTs	Kh8d6s	300	3.000	2	3	b200b300c/b300f
2716	Button	8cJs	7c6s	5c3h2s9dTs	1900	19.000	4	7	b300c/kb450c/kb1150c/kb1900f
2717	BigBlind	3d3h	9cAs	JsJhTcTs7d	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
2718	Button	5hJs	Qc7s	Qs6d6c7hTh	-4150	-41.500	4	7	b250c/kb400c/kb1000c/kb2500c
2719	BigBlind	5h8s	4d5d	AsTh7h	300	3.000	2	3	b200b300c/b300f
2720	Button	3cTc	Ah5s	JcTs7c	250	2.500	2	3	b250c/kb400f
2721	BigBlind	JcTs	8c8d	As8h7d4sQh	-20000	-200.000	5	5	b200b300c/b300b900b1500b10500b19500b19700c//
2722	Button	JhAh	6d5h	Tc8d3d	300	3.000	2	3	b300c/kb450f
2723	BigBlind	JdKs	KdKh	Ac5c3dQd7s	-20000	-200.000	3	3	b200b450b1800b3500b20000c///
2724	Button	8hQs	Ac3d	Ts3h2c4h	3700	37.000	4	6	b300c/kb450b1500b3400c/kb5550f
2725	BigBlind	KhAh	7c6d	Td9h6c5c	-5400	-54.000	5	5	b200b450c/b450b1350b2250c/b2700b17300f
2726	Button	7dQh	2c4d		100	1.000	1	1	b300f
2727	BigBlind	AdQs	2c6h		50	0.500	0	1	f
2728	Button	2c5h	3cQc	AcKh6hAs	500	5.000	3	5	b250c/kb250c/kb500f
2729	BigBlind	2c8h	7cKh	AsKd6cAdJs	3600	36.000	5	6	b200b300c/b300c/b600b1800b3000c/b3600f
2730	Button	AcTd	4hJh	AdQh3d	300	3.000	2	3	b300c/kb450f
2731	BigBlind	5hAh	TcTh	QsTs3dQcKh	-10800	-108.000	5	6	b200b450c/b450c/b900b2700b4500c/b5400c
2732	Button	9h5s	2c4c	AcJd7d	250	2.500	2	3	b250c/kb400f
2733	BigBlind	2dQd	5dQh	AsKdKcAd	2400	24.000	4	5	b200b300c/b300c/b600b1800b3000f
2734	Button	5dQh	JcTs		900	9.000	2	2	b300b900b1800f
2735	BigBlind	7c7h	8hKs	Qc7s4d	450	4.500	2	3	b200b450c/b700f
2736	Button	3dJd	5dQs	Qd6s6dTs2d	4150	41.500	4	7	b250c/kb400c/kb1000c/kb2500c
2737	BigBlind	6cKs	3d8d	9c7d3h	1200	12.000	3	4	b200b300c/b300b900b1500f
2738	Button	6dTh	2cKh	AsKc4h3sTc	1650	16.500	4	7	b250c/kb400c/kb1000c/kb2500f
2739	BigBlind	6hKh	5dJh		200	2.000	1	2	b200b300f
2740	Button	4hQs	2c3c	Ah9h8s	250	2.500	2	3	b250c/kb400f
2741	BigBlind	7hKs	2h6s		50	0.500	0	1	f
2742	Button	Ac6s	4dAh	KhJs8s	300	3.000	2	3	b300c/kb450f
2743	BigBlind	Qd7s	4dKd	6h5s3s6cAh	6000	60.000	5	6	b200b300c/b300c/b600b3000b5400c/b6000f
2744	Button	7d8s	2h6s		100	1.000	1	1	b250f
2745	BigBlind	AdJh	6d6s	AhAcJd	2000	20.000	3	4	b200b450c/b700b1550b3900f
2746	Button	8cQd	6sJs	Ts9h9c	600	6.000	2	3	b300c/b300b600f
2747	BigBlind	6d2h	Tc3h	QdJd4d	300	3.000	2	3	b200b300c/b300f
2748	Button	Tc8h	3c7s		100	1.000	1	1	b250f
2749	BigBlind	9cTs	5d6h	Jd8s6c	300	3.000	2	3	b200b300c/b300f
2750	Button	9h8s	Jc3h	6d3c2sQhJs	-2000	-20.000	4	7	b250c/kb250c/kb500c/kb1000c
2751	BigBlind	7hTs	7cJs	5d4s4c	300	3.000	2	3	b200b300c/b300f
2752	Button	5cKd	Td6s		100	1.000	1	1	b300f
2753	BigBlind	9d6s	3d3s	Ah5c2hQhKc	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
2754	Button	KcQh	2d3s		100	1.000	1	1	b300f
2755	BigBlind	Jh4s	5d8d	Ad4h3c8sJs	5700	57.000	5	6	b200b300c/b450b1500b2550c/b2850c/b8550f
2756	Button	5c7c	QhAs	QsJc6h3s4h	20000	200.000	5	7	b250b750b1250c/kb1250c/b4250b8500c/b9000c
2757	BigBlind	4cJc	6cTc		1800	18.000	2	3	b200b300b1800b3300f
2758	Button	6c2s	Jd7s	Ac8s3d	250	2.500	2	3	b250c/kb250f
2759	BigBlind	Qc6s	6cKs	QhJh2h5c	750	7.500	3	4	b200b300c/b450c/b1150f
2760	Button	7d2h	7h3s		100	1.000	1	1	b250f
2761	BigBlind	JdJs	6hAh	Th9d9c	3500	35.000	3	4	b200b450b1800b3500c/b5250f
2762	Button	JcKc	7c4s		100	1.000	1	1	b300f
2763	BigBlind	4cJs	Jd8s	Kd6h4h	300	3.000	2	3	b200b300c/b450f
2764	Button	7cQh	9dQd	Th6d5d9c2s	1900	19.000	4	7	b300c/kb450c/kb1150c/kb2850f
2765	BigBlind	3cQd	6cTd	Jh5h3d	300	3.000	2	3	b200b300c/b450f
2766	Button	3c3d	6hJh	Qc5h3s	300	3.000	2	3	b300c/kb450f
2767	BigBlind	AcJh	7h8h	Qc7d3d4h8d	-3600	-36.000	4	5	b200b450c/b450c/b900c/b1800c
2768	Button	9c4d	Kc5h	KhKdQh3d9s	-4150	-41.500	4	7	b250c/kb400c/kb1000c/kb2500c
2769	BigBlind	3c5c	4dTs	Th7c6h	300	3.000	2	3	b200b300c/b300f
2770	Button	Jc5d	8c4h		100	1.000	1	1	b250f
2771	BigBlind	2cAc	3c9s		50	0.500	0	1	f
2772	Button	6dAd	7cTc	Qs7s4sJcTh	-4350	-43.500	4	7	b300c/kb450c/b1050b2100c/b750b1500c
2773	BigBlind	6dQs	7h9h	Th5s3s2h5h	-7200	-72.000	5	6	b200b300c/b300c/b600c/b1200b3600b6000c
2774	Button	Tc2d	3c5d	7d4h4d8h	3750	37.500	4	6	b250c/b250b500b2000b3500c/kb3750f
2775	BigBlind	2c4c	Jc8s		200	2.000	1	2	b200b300f
2776	Button	Jc5s	6d7d	7h5h4d4c	-6500	-65.000	5	6	b250b750b1250c/b1000b2000c/kb3250b16750f
2777	BigBlind	3dTh	Qh2s	Qs8h2d2h9s	-7200	-72.000	6	6	b200b300c/b300c/b600b1800b3000c/b3600b16400f
2778	Button	7cJs	Kc4d	9c5s4hJh	650	6.500	3	5	b250c/kb400c/kb1000f
2779	BigBlind	5h9h	7d8d	QhQc3c	300	3.000	2	3	b200b300c/b300f
2780	Button	3dQh	JcKs	Qc7h4d	1500	15.000	3	4	b250b750b1250c/b250b2300f
2781	BigBlind	Jh8s	5c7d	Kh4d2hKs	600	6.000	3	4	b200b300c/b300c/b600f
2782	Button	4h3s	Th4s	6h6c5d	250	2.500	2	3	b250c/kb250f
2783	BigBlind	AdJh	Kc3s	Ah8s5s	450	4.500	2	3	b200b450c/b700f
2784	Button	3cJh	Tc5h	8h7h3h	250	2.500	2	3	b250c/kb400f
2785	BigBlind	Qh5s	6c7s	Ts6h6d3s9c	-12000	-120.000	5	6	b200b300c/b300b1500b2700c/b3000c/b6000c
2786	Button	6cTd	7hQh	9d3d3c	250	2.500	2	3	b250c/kb400f
2787	BigBlind	3hAh	5d6d	9c4d3s9dQc	3900	39.000	5	6	b200b300c/b450c/b750b1950b3150c/b3900f
2788	Button	QcQd	AcKh	Js8s6s	15550	155.500	4	5	b300b900b1800b8100b15550c/kb4450f
2789	BigBlind	Td5s	4c9d		200	2.000	1	2	b200b300f
2790	Button	8hKs	JhJs	QdJd7sKdJc	-20000	-200.000	4	3	b300b900b1800b8100b15550b20000c///
2791	BigBlind	6dAd	5dJh	KsQc8d	450	4.500	2	3	b200b450c/b450f
2792	Button	3s8s	2dJs		100	1.000	1	1	b250f
2793	BigBlind	5c6d	Ah2s	Td9h5h	300	3.000	2	3	b200b300c/b300f
2794	Button	7hTs	2d8s		100	1.000	1	1	b250f
2795	BigBlind	3h3s	4c9d	As9h6d	300	3.000	2	3	b200b300c/b300f
2796	Button	5cTd	Jh4s	AdTsTc	250	2.500	2	3	b250c/kb400f
2797	BigBlind	3d4d	Th6s	Qh7h6h2s	600	6.000	3	4	b200b300c/b300c/b600f
2798	Button	9c5s	9dJh	AsKd2c	250	2.500	2	3	b250c/kb400f
2799	BigBlind	KcKh	Jd2h		200	2.000	1	2	b200b450f
2800	Button	7c8s	AcAd	Kc4d2dAs3h	-20000	-200.000	4	3	b250b750b1250b6750b12250b20000c///
2801	BigBlind	JcTh	5hKs	Tc4h3d	300	3.000	2	3	b200b300c/b450f
2802	Button	2s8s	Kc7h	Qh8h7cAc	650	6.500	3	5	b250c/kb400c/kb1000f
2803	BigBlind	7d3s	KcJs	4s4h3c	3300	33.000	3	4	b200b300b1800b3300c/b4950f
2804	Button	9sKs	2cKd		100	1.000	1	1	b300f
2805	BigBlind	8d6h	3h8h		200	2.000	1	2	b200b300f
2806	Button	ThTs	JcTd	5s5c3c	8100	81.000	4	5	b300b900b1800c/b100b200b6300b12400f
2807	BigBlind	3dAh	JhAs	Qd3c2s6d	750	7.500	3	4	b200b300c/b450c/b750f
2808	Button	2c8d	6c3d		100	1.000	1	1	b250f
2809	BigBlind	Ac2d	5dAd	6c5h3s	300	3.000	2	3	b200b300c/b450f
2810	Button	2dQs	Jc8d	8h6s6d5s	650	6.500	3	5	b250c/kb400c/kb1000f
2811	BigBlind	QdKd	3s9s		200	2.000	1	2	b200b450f
2812	Button	8cJs	6d7h	8s5h4d2dAc	-20000	-200.000	4	6	b300c/b300b1000c/kb1950b9500b18700c/
2813	BigBlind	6cQs	2dJs	QhTc5h	300	3.000	2	3	b200b300c/b450f
2814	Button	2hKs	7h9s	JsTs9d2s5d	-4750	-47.500	4	7	b300c/kb450c/kb1150c/kb2850c
2815	BigBlind	5cJd	Kh3s	AsKs7cQd8d	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
2816	Button	2c5h	6h5s	AsKc8h	250	2.500	2	3	b250c/kb250f
2817	BigBlind	2h2s	5c7s		200	2.000	1	2	b200b300f
2818	Button	Ac7s	Qc3d		100	1.000	1	1	b300f
2819	BigBlind	TdAs	Jc2s		200	2.000	1	2	b200b450f
2820	Button	8hTs	8cAd	9h4h2s	1250	12.500	3	4	b250b750b1250c/kb1900f
2821	BigBlind	KcAs	4d9d	JsJd6h	450	4.500	2	3	b200b450c/b700f
2822	Button	5h9s	6c5s	Qd8c4h	1050	10.500	3	4	b250c/kb400b800b2100f
2823	BigBlind	KdAd	2cTh	4s3s2h	450	4.500	2	3	b200b450c/b700f
2824	Button	Kd6s	4h9s		100	1.000	1	1	b300f
2825	BigBlind	2hTs	TcKs	KhJc6s2dTh	-14850	-148.500	5	6	b200b300c/b300c/b600c/b1800b6000b13650c
2826	Button	8h8s	Tc4d		100	1.000	1	1	b300f
2827	BigBlind	6dAd	Tc7h		200	2.000	1	2	b200b450f
2828	Button	4d9s	TcQh	9h7h5hQd7s	2350	23.500	4	7	b250c/kb400c/b850b1700c/kb2350f
2829	BigBlind	Qh6s	4dTd	JhTh5d	300	3.000	2	3	b200b300c/b300f
2830	Button	2h7s	3d8s		100	1.000	1	1	b250f
2831	BigBlind	6cAc	3dJd	JhJc6hTc2c	7250	72.500	4	5	b200b450c/b700c/b1750c/b4350c
2832	Button	Kd6h	3h5h	Jd4s3d	300	3.000	2	3	b300c/kb450f
2833	BigBlind	9cTd	8cKc	AcJsThKs	3000	30.000	4	5	b200b300c/b300b1500b2700c/b3000f
2834	Button	7d3h	Kd2s	QsJc4d	250	2.500	2	3	b250c/kb250f
2835	BigBlind	2s9s	Qc3s		200	2.000	1	2	b200b300f
2836	Button	TdJd	Ad2s	QcJc8d	300	3.000	2	3	b300c/kb450f
2837	BigBlind	4h6s	6c3h	9s7s5dQdQh	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
2838	Button	QdKd	2c7c		100	1.000	1	1	b300f
2839	BigBlind	8h6s	4cAs	8s6c3h	300	3.000	2	3	b200b300c/b450f
2840	Button	5d9h	3dKh	QsQcJc	250	2.500	2	3	b250c/kb400f
2841	BigBlind	2c8s	7dKd	JsJd7c4d8d	-20000	-200.000	6	6	b200b300c/b300b900b1500c/b1800c/b5400b16400c
2842	Button	Td9h	AdTs	Jc5c4h	300	3.000	2	3	b300c/kb450f
2843	BigBlind	5cAs	2d8d	Qd6d5dQs7c	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
2844	Button	5dKh	4dQh		100	1.000	1	1	b300f
2845	BigBlind	Qh4s	4hTs	Jd5s2c	300	3.000	2	3	b200b300c/b300f
2846	Button	7c5s	9dTh	7s4c2h	250	2.500	2	3	b250c/kb400f
2847	BigBlind	4dAd	9d7h		200	2.000	1	2	b200b450f
2848	Button	9c9d	7h3s		100	1.000	1	1	b300f
2849	BigBlind	5d3h	3sKs	AcKh5cAd5h	3000	30.000	4	5	b200b300c/b300c/b600c/b1800c
2850	Button	7sKs	7c8d	QdTd8s2s	750	7.500	3	5	b300c/kb450c/kb1150f
2851	BigBlind	Jd8s	Ad2s	KdJc3dKc	2850	28.500	4	5	b200b300c/b450b1500b2550c/b4300f
2852	Button	9h5s	Td6h	9d8h8cKc	650	6.500	3	5	b250c/kb400c/kb1000f
2853	BigBlind	5h7s	AcKs	As8d4hAh	-13200	-132.000	5	5	b200b300b1800b3300c/b3300c/b6600b13400f
2854	Button	6dQh	5dTd	7s4s3dKh	900	9.000	3	5	b300c/b300b600c/kb900f
2855	BigBlind	9c8s	6cAd	Jc5s2c2s	1800	18.000	4	5	b200b300c/b300b900b1500c/b1800f
